"Post ID","Page ID","Page name",Title,Description,"Duration (sec)","Publish time","Caption type",Permalink,"Is crosspost","Is share","Post type",Languages,"Custom labels","Funded content status","Data comment",Date,Views,Reach,"Reactions, Comments and Shares",Reactions,Comments,Shares,"Negative feedback from users: Hide","Negative feedback from users: Hide all","Total clicks","Other Clicks","Matched Audience Targeting Consumption (Photo Click)","Link Clicks","Seconds viewed","Average Seconds viewed","Ad CPM (USD)","Ad impressions","Estimated earnings (USD)"
122152836878654483,61569634500241,"Juan365 Live Stream","Warm-up challenge muna, Juankada! 🤩 Guess the Correct Juanababe Sequence 

Comment your answer + Member ID ⬇️ and let’s see who gets it right!

#juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya",,0,"11/27/2025 20:30",N/A,https://www.facebook.com/juan365livestream/posts/pfbid07mdtsqp95yyTD9MxU9sz1tKquh5rMzKvEqLNcfgFVPz5ptbU6PtMmM7RAwGHRAA3l,0,0,Photos,,,,,Lifetime,5068,2332,373,158,157,58,,1,322,292,30,,,,,,
1338347730758323,61569634500241,"Juan365 Live Stream","Juanababe Jam,Abi and Sena","Live na kami Juankada! Pasok na, Juankada at may pa surpresa! 👋🔥

#juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya   #JuanKada #Juan365 #TheResponsibleJuan",8105,"11/27/2025 23:29",uploaded,https://www.facebook.com/juan365livestream/videos/1338347730758323/,0,0,Live,,,,,Lifetime,11247,10172,8834,2181,3605,3048,,,890,882,,8,590699.256,67.67,0,0,
122152874960654483,61569634500241,"Juan365 Live Stream","Daily happiness loading… follow the Juanababes page and join our daily livestream! See you there, Juankada!

#juanababes #juan365livestream #juan365","Daily happiness loading… follow the Juanababes page and join our daily livestream! See you there, Juankada!

#juanababes #juan365livestream #juan365",11,"11/28/2025 02:30",N/A,https://www.facebook.com/reel/1211955180810925/,1,0,Reels,,,,,Lifetime,795,630,106,84,14,8,,,26,26,,,2993.897,4.752,,0,0
122152879508654483,61569634500241,"Juan365 Live Stream","Energy level: MAXED OUT! ⚡️
Check out today’s highlight moments — puro solid reactions and power plays! 🔥

Juankada, nasaksihan mo rin ba ang ganap na ’to?

#juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya","Energy level: MAXED OUT! ⚡️
Check out today’s highlight moments — puro solid reactions and power plays! 🔥

Juankada, nasaksihan mo rin ba ang ganap na ’to?

#juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya",87,"11/28/2025 04:01",mixed,https://www.facebook.com/reel/856525323422741/,1,0,Reels,,,,,Lifetime,1333,909,183,128,41,14,,,122,122,,,20964.742,18.406,,0,0
122152888112654483,61569634500241,"Juan365 Live Stream","Celebrating all the winners today! 🎉
Keep the fun alive, play with heart, and stay responsible! 💖🎮

#juanababes #Juan365livestream #Juan365PH
#AllInJuanSaSaya #JuanKada #Juan365 #TheResponsibleJuan",,0,"11/28/2025 07:00",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02oY3VRXXE42JhHdby7wVNDrK7Yj4DiiBWPtMgTvjrBxApZEVnvBZE6neV2yhggdj6l,0,0,Photos,,,,,Lifetime,2751,1288,184,114,56,14,,,87,73,14,,,,,,
122152920122654483,61569634500241,"Juan365 Live Stream","Mas masaya ang laro kapag may tamang diskarte at limit. 💛
Team Balance ka din ba Juankada ?

#Juan365livestream #juanababes #Juan365",,0,"11/28/2025 19:00",N/A,https://www.facebook.com/juan365livestream/posts/pfbid0Yuox5s2xg8p3sHC3RtD1yzpuX8acX1avsK7pzByQ7x8SJkEi21BirRUrDQjcSpPil,0,0,Photos,,,,,Lifetime,2952,1127,352,187,111,54,,,65,56,8,1,,,,,
122152926128654483,61569634500241,"Juan365 Live Stream","Stepping into my spotlight.🔥
Click follow sa livestream page—para more aura moments everyday!

Music used belongs to its rightful owner. No copyright infringement intended.
#juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya","Stepping into my spotlight.🔥
Click follow sa livestream page—para more aura moments everyday!

Music used belongs to its rightful owner. No copyright infringement intended.
#juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya",13,"11/28/2025 21:00",mixed,https://www.facebook.com/reel/1946738142934911/,1,0,Reels,,,,,Lifetime,3013,956,282,190,68,24,,,57,57,,,13618.776,5.705,,0,0
122152928336654483,61569634500241,"Juan365 Live Stream","Don’t miss the fun—follow Juana Babe Sena now! 💙

#juanababes #Juan365PH 
#AllInJuanSaSaya #JuanKada #Juan365 #TheResponsibleJuan",,0,"11/28/2025 22:08",N/A,https://www.facebook.com/juan365livestream/posts/pfbid06aqMiAL8DEFVEBxehooymtbNLjzgACGX7SrBdnF5AqbaabbiRwPbnXrciKJq86s8l,0,1,Text,,,,,Lifetime,,665,130,103,27,0,,,35,35,,,,,,,
122152940564654483,61569634500241,"Juan365 Live Stream","Solid Juankada ka ba?roll call muna!
Ipakita ang resibo,Let’s see the proud followers!🌟

#Juan365livestream #juanababes #Juan365",,0,"11/29/2025 03:00",N/A,https://www.facebook.com/juan365livestream/posts/pfbid0pkho17NfyfiodG1MjGQrYaqhvk1tx5jkBdM9ycr8FFyCwutfg45r7CsdtRPbyMhFl,0,0,Photos,,,,,Lifetime,3007,1258,275,173,78,24,,,163,149,14,,,,,,
122152986530654483,61569634500241,"Juan365 Live Stream","STREAM ALERT! ⚡
3:30 PM with Juana Babe Ashley & Juana Babe Zell 
Huwag palampasin — kita kits sa live! 

#Juan365livestream #juanababes #Juan365",,0,"11/29/2025 17:04",N/A,https://www.facebook.com/juan365livestream/posts/pfbid0Zj6dQPCGpUzF1FMHK9L89uGWRmCb5sNhKLgwG9SMVu8xuPZpFbugGZbrpPFDEc68l,0,0,Photos,,,,,Lifetime,2108,990,323,233,62,28,,,133,117,16,,,,,,
122152994426654483,61569634500241,"Juan365 Live Stream","Sinong Juankada buddy mo? 🤩👫 

I-mention na yan at isama niyo na rin ang User ID niyo!  🎮✨

#juanababes #Juan365livestream #Juan365PH
#AllInJuanSaSaya #JuanKada #Juan365",,0,"11/29/2025 19:00",N/A,https://www.facebook.com/juan365livestream/posts/pfbid0zPkVaZrzJT4XLMw4SmU8cB2WfoWkHxuRC3aWn3s3LrNm3gGmjj4wbwfq4pbmMXWrl,0,0,Photos,,,,,Lifetime,2104,1016,247,124,66,57,,,114,106,8,,,,,,
122153001098654483,61569634500241,"Juan365 Live Stream","25 Days to Go, Pasko Na Talaga!

Get ready for the lights, the gifts, and the good vibes! 🎁

#juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya",,0,"11/29/2025 21:00",N/A,https://www.facebook.com/juan365livestream/posts/pfbid0GchuHyZLZnchpighwPhYQwdtt8kM3tDEwPVmmrZVpr2qgzkSSWf5V967PaTdcPH4l,0,0,Photos,,,,,Lifetime,2561,1231,275,171,68,36,,1,95,81,13,1,,,,,
122153006342654483,61569634500241,"Juan365 Live Stream","Ngayong November 30, ipinagdiriwang nating mga Pilipino ang ""Bonifacio Day"". 🇵🇭

Sa Araw ni Bonifacio, alalahanin natin ang kabayanihan at panawagan niya sa pagkakaisa. Gamitin natin ang aral ng Katipunan—ang pag-ibig sa bayan at ang tapang na ipaglaban ang kalayaan. 

Mabuhay ang dakilang Anak ng Bayan!

#Juan365Cares #JuanKada #BonifacioDay",,0,"11/29/2025 22:49",N/A,https://www.facebook.com/juan365livestream/posts/pfbid0gw3aqECsXs5zApEKJo8jDkipavK28pXBSccnFu188ECAv6PQ8kj2iWhvvpa6RK9Rl,0,1,Photos,,,,,Lifetime,1074,556,83,73,4,6,,,15,12,3,,,,,,
122153007482654483,61569634500241,"Juan365 Live Stream","🚨𝗔𝗧𝗧𝗘𝗡𝗧𝗜𝗢𝗡 𝗝𝗨𝗔𝗡𝗞𝗔𝗗𝗔! 🚨

Na-MOVE ang LIVE! Lipat tayo sa 𝟰:𝟯𝟬 𝗣𝗠 – 𝟲:𝟯𝟬 𝗣𝗠! 🔥🔥

Set your alarms… See you later, Juankada!💙⚡

#Juan365livestream #juanababes #Juan365",,0,"11/29/2025 23:13",N/A,https://www.facebook.com/juan365livestream/posts/pfbid026gJ1P5AhCW4F9gckKZ56s4a2uPUHELVcJA5hPeXizxqSdv7eFnqmLXM55HVFZx4Gl,0,1,Photos,,,,,Lifetime,1885,854,152,110,25,17,,,65,56,9,,,,,,
1360152989225449,61569634500241,"Juan365 Live Stream","Juana babe Zell and Ashley","Ano kayang mangyayari Juankada? Live na with @[61580479407070:2048:Juana Babe Zell] and @[61580337497087:2048:Juana Babe Ashley]! 😮

#juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya   #JuanKada #Juan365 #TheResponsibleJuan",2830,"11/30/2025 00:30",uploaded,https://www.facebook.com/juan365livestream/videos/1360152989225449/,0,0,Live,,,,,Lifetime,10277,10510,3164,1323,1004,837,,,1016,993,,23,264893.294,31.296,0,0,
2041577606391502,61569634500241,"Juan365 Live Stream","RE LIVE JUANKADA!","RE LIVE JUANKADA!

Ano kayang mangyayari Juankada? Live na with Juana Babe Zell and Juana Babe Ashley! 😮

#juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya  #JuanKada #Juan365 #TheResponsibleJuan",4019,"11/30/2025 01:24",uploaded,https://www.facebook.com/juan365livestream/videos/2041577606391502/,0,0,Live,,,,,Lifetime,3892,2535,5622,914,3682,1026,,,278,278,,,294001.387,110.86,0,0,
122153031884654483,61569634500241,"Juan365 Live Stream","Ending November with gratitude ✨ 

Juankada, exciting new memories are coming next month!

#juanababes #Juan365livestream #Juan365PH
#AllInJuanSaSaya #JuanKada #Juan365",,0,"11/30/2025 02:30",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02TnKYRLbcXatYdfiXB5boDrPbN2FFvGG3egM4VPakAX2sw3bFFgMwUDBepB11GExvl,0,0,Photos,,,,,Lifetime,3652,1787,253,162,64,27,,,165,99,12,54,,,,,
