"Post ID","Page ID","Page name",Title,Description,"Duration (sec)","Publish time","Caption type",Permalink,"Is crosspost","Is share","Post type",Languages,"Custom labels","Funded content status","Data comment",Date,Views,Reach,"Reactions, Comments and Shares",Reactions,Comments,Shares,"Total clicks","Other Clicks","Matched Audience Targeting Consumption (Photo Click)","Link Clicks","Negative feedback from users: Hide","Negative feedback from users: Hide all","Seconds viewed","Average Seconds viewed","Ad CPM (USD)","Ad impressions","Estimated earnings (USD)"
122152339892654483,61569634500241,"Juan365 Live Stream","Responsible gaming starts with knowing when to stop. Keep it fun, keep it smart — play responsibly, Juankada!

#juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365",,0,"11/22/2025 02:30",N/A,https://www.facebook.com/juan365livestream/posts/pfbid0kcDntfFSWfZS5hQu1i8NaRvbqESWaQu99HEGiF51Agmkc1vPbuLMaCfdDtLaf4VFl,0,0,Photos,,,,,Lifetime,3149,1450,271,133,95,43,129,83,15,31,,,,,,,
122152346702654483,61569634500241,"Juan365 Live Stream","Speak Up Your Mind!
Anong laro ang nagbibigay saya sa’yo lately? 🕹

Comment mo with your Member ID, baka may magic surprise na dumating! ✨

#juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365",,0,"11/22/2025 04:01",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02xQkQqm2e6ep796kUcsCAU41jqPg2L831DBH1U3CehuELnSGs3NK1sSYqCTpufiaWl,0,0,Photos,,,,,Lifetime,1809,878,189,91,66,32,93,84,9,,,,,,,,
122152356356654483,61569634500241,"Juan365 Live Stream","Celebrating all the winners today! 🎉
Keep the fun alive, play with heart, and stay responsible! 💖🎮

#juanababes #Juan365livestream #Juan365PH
#AllInJuanSaSaya #JuanKada #Juan365 #TheResponsibleJuan",,0,"11/22/2025 07:00",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02hNNvzrCvHMgfH8ME4zeorcYZHdsJZTCe2FSAsbZjvwJVgiqh6fASALqWq4rrtCQkl,0,0,Photos,,,,,Lifetime,4982,2573,208,112,55,41,355,171,170,14,1,,,,,,
122152387784654483,61569634500241,"Juan365 Live Stream","📣 Juankada, mamaya na ‘to! LIVE at 3:30 PM!
Prepare your snacks, your comments, and your good vibes!😆

Juana Babe Sena | Juana Babe Zell  

#juanababes #Juan365livestream #Juan365PH
#AllInJuanSaSaya #JuanKada #Juan365 #TheResponsibleJuan",,0,"11/22/2025 18:16",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02MZGbh9FC8vaJh9Qjzm6MYKsAYja8Tv6k1wH1WjERuaa73y5EJuzwJumyrj2bEwDjl,0,0,Photos,,,,,Lifetime,1845,854,172,117,33,22,35,34,1,,,1,,,,,
122152392248654483,61569634500241,"Juan365 Live Stream","Which side are you on, Juankada? ⚡️

Drop your choice sa comments!

#juanababes #juan365livestream #juan365 #AllInJuanSaSaya","Which side are you on, Juankada? ⚡️

Drop your choice sa comments!

#juanababes #juan365livestream #juan365 #AllInJuanSaSaya",15,"11/22/2025 20:00",N/A,https://www.facebook.com/juan365livestream/videos/859617703268695/,1,0,Videos,,,,,Lifetime,1127,743,239,118,86,35,89,89,,,,,5126.02,5.759,0,0,0
122152392614654483,61569634500241,"Juan365 Live Stream","Believe in yourself, Juankada! 🌟 Ang ganda ng araw na ‘to, kaya mo ‘yan!

#juanababes #juan365livestream #juan365",,0,"11/22/2025 20:05",N/A,https://www.facebook.com/juan365livestream/posts/pfbid0rVimVAfbgcGCXhuejSJ87wiLKZH3YCskwyu3vsunVeWJ9zFg3bPY8LfZi6xYvcYUl,0,0,Photos,,,,,Lifetime,3134,1512,261,137,78,46,80,73,7,,,,,,,,
1071596191650933,61569634500241,"Juan365 Live Stream","Chill mode on, Juankada!","Let’s spread the good vibes! Watch us live with @[61580361006776:2048:Juana Babe Sena] at @[61580479407070:2048:Juana Babe Zell]! 🌈",8246,"11/22/2025 23:30",uploaded,https://www.facebook.com/juan365livestream/videos/1071596191650933/,0,0,Live,,,,,Lifetime,12514,11768,8892,1707,5662,1523,1050,1039,,11,,,591069.924,58.626,0,0,
122152427540654483,61569634500241,"Juan365 Live Stream","Juankada, handa ka na ba? 😳 Ano sa tingin mo ang laman ng Mystery Box? Comment your wildest guess!

#juanababes #Juan365livestream #Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"11/23/2025 03:04",N/A,https://www.facebook.com/juan365livestream/posts/pfbid0je628VKHKyFdKYqiEb2U3y5McdZ4Vf53Jua9My47RRXx1WVMExg6XXYS3HHQhcuLl,0,0,Photos,,,,,Lifetime,2538,1147,232,115,93,24,140,131,9,,,,,,,,
122152446194654483,61569634500241,"Juan365 Live Stream","Celebrating all the winners today! 🎉
Keep the fun alive, play with heart, and stay responsible! 💖🎮

#juanababes #Juan365livestream #Juan365PH
#AllInJuanSaSaya #JuanKada #Juan365 #TheResponsibleJuan",,0,"11/23/2025 07:00",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02SeTvrBw7MpSZ5ZQUvQiRiCEferegZyS7igwWXPyuiNfpTmsb9uJd3vdKMDgF5miTl,0,0,Photos,,,,,Lifetime,2974,1286,730,105,39,586,201,98,103,,4,,,,,,
122152472828654483,61569634500241,"Juan365 Live Stream","Handa na ba kayo sa solid vibes, surprises, at full energy?
Kita-kits sa stream at 3:30PM🤗

Juana Babe Ashley | Juana Babe Sena 

#juanababes #Juan365livestream #Juan365PH",,0,"11/23/2025 17:05",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02BYARDywW88b7zJpzTbpFgnqYKqf9VPJpZMFsPGg8Q2gMLNp3NvKxNeRsJ8TTFTzJl,0,0,Photos,,,,,Lifetime,2935,1247,259,158,63,38,91,81,10,,,,,,,,
122152480622654483,61569634500241,"Juan365 Live Stream","Kasing ganda ng aura ni Juanababe Sena dapat ang Monday mood natin. 

Good luck sa buong linggo, Juankada! 🌟😊

Music used belongs to its rightful owner. No copyright infringement intended.
#juanababes #juan365livestream #juan365","Kasing ganda ng aura ni Juanababe Sena dapat ang Monday mood natin. 

Good luck sa buong linggo, Juankada! 🌟😊

Music used belongs to its rightful owner. No copyright infringement intended.
#juanababes #juan365livestream #juan365",19,"11/23/2025 19:00",N/A,https://www.facebook.com/juan365livestream/videos/1326788862535898/,0,0,Videos,,,,,Lifetime,919,679,147,98,31,18,60,60,,,,,5231.296,7.059,0,0,0
122152492766654483,61569634500241,"Juan365 Live Stream","Gusto mo ng saya at thrill? Step in and level up your day — only at Juan365! 🎮
Comment ‘GAME!’ kung ready ka na to join the fun!👇

#juanababes #juan365livestream #juan365",,0,"11/23/2025 22:33",N/A,https://www.facebook.com/juan365livestream/posts/pfbid0emn9abKsVbHPWURHwXNBeZ5xD6SBtJR67rSTUtFcVrphfyDrZdrjT7guwsCCRWTXl,0,0,Photos,,,,,Lifetime,2192,857,175,99,54,22,73,68,5,,,,,,,,
2126712044763113,61569634500241,"Juan365 Live Stream","Juanababe Ash and Zell","Streaming Live Juankada! Join the conversation with @[61580479407070:2048:Juana Babe Zell] and @[61580337497087:2048:Juana Babe Ashley] 🔊💭

#juanababes #Juan365livestream -- #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365 #TheResponsibleJuan",7440,"11/23/2025 23:30",uploaded,https://www.facebook.com/juan365livestream/videos/2126712044763113/,0,0,Live,,,,,Lifetime,13092,13411,10007,2688,5722,1597,1620,1619,,1,,,718418.16,71.257,0,0,
122152532318654483,61569634500241,"Juan365 Live Stream","Juan365 Livestream is here to turn your day around—fun, kwentuhan, and good vibes all the way!

Join us live every day and let’s make boredom a thing of the past!🔥✨

#juanababes #juan365livestream #juan365",,0,"11/24/2025 04:30",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02ScHFC8qco57Lioc2AHQGi1PQe875vQdF3NBwekDC2uADMnaSG22YGrKMjY9eab6Ul,0,0,Photos,,,,,Lifetime,2346,1053,176,105,42,29,69,59,10,,,,,,,,
122152541564654483,61569634500241,"Juan365 Live Stream","Celebrating all the winners today! 🎉
Keep the fun alive, play with heart, and stay responsible! 💖🎮

#juanababes #Juan365livestream #Juan365PH
#AllInJuanSaSaya #JuanKada #Juan365 #TheResponsibleJuan",,0,"11/24/2025 07:07",N/A,https://www.facebook.com/juan365livestream/posts/pfbid0ANEb9ukkGa923sgZAUtCCKnz4YycXKU174icfxb94gFFQEoMPQCcpgSEtbe9tJSkl,0,0,Photos,,,,,Lifetime,2364,1161,194,105,71,18,72,60,12,,,,,,,,
