"Post ID","Page ID","Page name",Title,Description,"Duration (sec)","Publish time","Caption type",Permalink,"Is crosspost","Is share","Post type",Languages,"Custom labels","Funded content status","Data comment",Date,Views,Reach,"Reactions, Comments and Shares",Reactions,Comments,Shares,"Total clicks","Other Clicks","Matched Audience Targeting Consumption (Photo Click)","Link Clicks","Negative feedback from users: Hide all","Seconds viewed","Average Seconds viewed","Estimated earnings (USD)","Ad CPM (USD)","Ad impressions","Negative feedback from users: Hide"
122151664814654483,61569634500241,"Juan365 Live Stream","What is love? Yung effortless charm ni Juanababe Abi habang sumasayaw ✨

Anong next trend gusto niyong gawin ni Abi? Drop your suggestions below.

Music used belongs to its rightful owner. No copyright infringement intended.
#juanababes #Juan365livestream #juan365","What is love? Yung effortless charm ni Juanababe Abi habang sumasayaw ✨

Anong next trend gusto niyong gawin ni Abi? Drop your suggestions below.

Music used belongs to its rightful owner. No copyright infringement intended.
#juanababes #Juan365livestream #juan365",19,"11/15/2025 04:31",N/A,https://www.facebook.com/reel/845318697895548/,1,0,Reels,,,,,Lifetime,975,658,131,93,25,13,56,56,,,,6501.633,8.367,0,,0,
122151660608654483,61569634500241,"Juan365 Live Stream","Mas masaya ang laro kapag enjoy ka pero responsable rin. Laro lang, pero smart!

#juanababes #juan365livestream #juan365",,0,"11/15/2025 03:00",N/A,https://www.facebook.com/juan365livestream/posts/pfbid0LE4Hn8zHrapMEUkt8uFR43jpwf3SiHeSbC93pzBoUg11jTy89JnpdHG6YLp8w8ryl,0,0,Photos,,,,,Lifetime,1992,1000,169,91,55,23,104,97,7,,,,,,,,
1565565358157196,61569634500241,"Juan365 Live Stream","Tara na, Juankada! Live ulit tayo","Tara na, Juankada! Live ulit tayo kasama si @[61580479407070:2048:Juana Babe Zell] at @[61580361006776:2048:Juana Babe Sena]! Kwentuhan tayo 😄🔥 #JuanActOfCareAtATime

#juanababes #Juan365livestream #Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan #juantambayan",7660,"11/14/2025 23:31",uploaded,https://www.facebook.com/juan365livestream/videos/1565565358157196/,0,0,Live,,,,,Lifetime,8766,8737,7389,2551,3320,1518,682,682,,,,376190.809,54.918,,0,0,
122151632282654483,61569634500241,"Juan365 Live Stream","Alamin ang hangganan mo, Juankada! 😎 Play responsibly.

#juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365",,0,"11/14/2025 21:00",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02SFrdS4WFzTNyaEr8g95Jp52EZzmhTLPAdGAybcaDYQNoTGzXTPm5hVWiafZ8ww7al,0,0,Photos,,,,,Lifetime,1607,744,190,97,58,35,48,43,5,,,,,,,,
122151625622654483,61569634500241,"Juan365 Live Stream","Our family is growing — and we want you, Juankada! 🧡

#juanababes #Juan365livestream #Juan365PH
#AllInJuanSaSaya #JuanKada #Juan365",,0,"11/14/2025 19:00",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02AjCbSfCuj7NQGjDXeXKKWbt3DbtxEDXVH6HYdrpTU2cPsmjGAw5MPH22BkpwUtm5l,0,0,Photos,,,,,Lifetime,2246,1061,256,117,98,41,115,106,9,,,,,,,,
122151620108654483,61569634500241,"Juan365 Live Stream","See you at 3:30PM. EveryJuan is welcome!🤩
Join us and enjoy the stream with Juana Babe Zell  & Juana Babe Sena!👯‍♀️

#juanababes #Juan365livestream #Juan365PH
#AllInJuanSaSaya #JuanKada #Juan365 #TheResponsibleJuan",,0,"11/14/2025 17:00",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02CbeU19JDSKmZ14yDFEUyqHKZXaxhx5T8ihSCAHXRd4G9Qh9FtJQ3ZC8UsgAwUTZcl,0,0,Photos,,,,,Lifetime,1248,569,147,95,32,20,35,32,3,,,,,,,,
122151592148654483,61569634500241,"Juan365 Live Stream","Celebrating all the winners today! 🎉🥂
Keep the fun alive, play with heart, and stay responsible! 💖🎮
#juanababes #Juan365livestream #Juan365PH
#AllInJuanSaSaya #JuanKada #Juan365 #TheResponsibleJuan",,0,"11/14/2025 07:01",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02pXhidRGKg8woybNUnJ3oVb8arLoawiLUqpBognxCGusp1qX4L4aapcvujGwh9Wehl,0,0,Photos,,,,,Lifetime,2061,1064,145,84,42,19,78,54,24,,,,,,,,
122151584534654483,61569634500241,"Juan365 Live Stream","Register na at be part of the fun, Juankada! 🎉

#juanababes #Juan365livestream #Juan365PH
#AllInJuanSaSaya #JuanKada #Juan365",,0,"11/14/2025 05:08",N/A,https://www.facebook.com/juan365livestream/posts/pfbid09H7Mb4bi9upezBG5qNhHahHWDceayZwv4exw9vxR3dPVZkBS49AzKMSzRGrhb8X9l,0,0,Photos,,,,,Lifetime,2098,1098,131,82,28,21,79,68,11,,,,,,,,
122148825950654483,61569634500241,"Juan365 Live Stream","Juan365 Live Stream updated their cover photo.",,0,"10/16/2025 23:29",N/A,https://www.facebook.com/photo.php?fbid=122148825950654483&set=a.122097244610654483&type=3,0,0,Photos,,,,,Lifetime,495,234,235,180,29,26,2,2,,,,,,,,,
122145222584654483,61569634500241,"Juan365 Live Stream","Juanababes 10K Special Livestream!🔥
Abangan mamaya sino ang mabibigyan ng FREE credits 
gusto mo yon' Juankada? 

mag-set na ng alarm — bawal ang late, bawal ang absent! 😎
⏰ 6:00pm- 9:00pm

#juanababes #Juan365livestream #Juan365PH #Juan365 #AllInJuanSaSaya #JuanKada #TheResponsibleJuan #juantambayan",,0,"09/15/2025 19:44",N/A,https://www.facebook.com/juan365livestream/posts/pfbid0CHX3viunm5u1STHsYDXumvevSLG7vSFdde2QY197AQSBFUgEeRF5gvuHrPRS8p96l,0,0,Photos,,,,,Lifetime,13509,6974,421,262,118,41,591,484,103,4,,,,,,,1
122148818516654483,61569634500241,"Juan365 Live Stream","""Juanababe GC: “Gala mamaya?”
Zell: “Sa susunod nalang daw…” 😅

May ganun ka ring tropa na laging “next time nalang”?
Tag mo siya sa comments! 😂👇
Music used belongs to its rightful owner. No copyright infringement intended.
#juanababes #Juan365livestream #Juan365PH
#AllInJuanSaSaya #JuanKada","""Juanababe GC: “Gala mamaya?”
Zell: “Sa susunod nalang daw…” 😅

May ganun ka ring tropa na laging “next time nalang”?
Tag mo siya sa comments! 😂👇
Music used belongs to its rightful owner. No copyright infringement intended.
#juanababes #Juan365livestream #Juan365PH
#AllInJuanSaSaya #JuanKada",21,"10/16/2025 21:00",mixed,https://www.facebook.com/reel/786394247505857/,1,0,Reels,,,,,Lifetime,1063,756,147,114,22,11,20,20,,,,5292.196,6.139,0,,0,
122148810854654483,61569634500241,"Juan365 Live Stream","BRING ME JUAN
Bring me Screenshot na nakafollow sa Juana Babe Page at Kay Juana Babe Ashley
Mechanics:
UNANG 10 TAMANG COMMENTS + MEMBER ID
✅ ay mananalo ng 300 FREE CREDITS!
WINNERS WILL BE POSTED sa Juanababes 

#juanababes #Juan365livestream #Juan365PH 
#AllInJuanSaSaya #JuanKada  #TheResponsibleJuan",,0,"10/16/2025 18:11",N/A,https://www.facebook.com/juan365livestream/posts/pfbid0NcRhnvEk6n5iYHTf6KyUKRxNH7oX3S2cV1CHzwQF2enZq2jGWJ3BAmHbSykass9vl,0,0,Photos,,,,,Lifetime,5714,2093,545,216,255,74,695,628,67,,,,,,,,
122148773240654483,61569634500241,"Juan365 Live Stream","Nice one, Congrats Juankada! 🤗
Keep it fun, keep it safe — play responsibly.🧡
#juanababes #Juan365livestream #Juan365PH
#AllInJuanSaSaya #JuanKada #Juan365 #TheResponsibleJuan",,0,"10/16/2025 05:35",N/A,https://www.facebook.com/juan365livestream/posts/pfbid0yuTiWxdTJJZNjknXa2yYHF52Dk43Kvqe5YMPeVVDnD3QHra3NShefypgWNEXDy8Ml,0,0,Photos,,,,,Lifetime,4271,1985,200,137,50,13,217,136,81,,,,,,,,
122148772988654483,61569634500241,"Juan365 Live Stream","POV: Akala mo simpleng sayaw lang…
pero pinagiling ka ng beat pababa ng pababa 😳

Comment mo kung anong level ng giling mo — Beginner, Pro, o Juanababe Certified? 😂

Music used belongs to its rightful owner. No copyright infringement intended.
#juanababes #Juan365livestream #Juan365PH
#AllInJuanSaSaya #JuanKada","POV: Akala mo simpleng sayaw lang…
pero pinagiling ka ng beat pababa ng pababa 😳

Comment mo kung anong level ng giling mo — Beginner, Pro, o Juanababe Certified? 😂

Music used belongs to its rightful owner. No copyright infringement intended.
#juanababes #Juan365livestream #Juan365PH
#AllInJuanSaSaya #JuanKada",28,"10/16/2025 05:30",uploaded,https://www.facebook.com/reel/1479273536521458/,1,0,Reels,,,,,Lifetime,1408,959,145,113,23,9,57,57,,,,8648.54,7.292,0,,0,
122148768512654483,61569634500241,"Juan365 Live Stream","👄 Challenge time, Juankada!
Kung magaling ka mag lip read, eto na chance mo!
Comment mo kung anong sinabi ni Juanababe zell.

baka Member ID mo na ang next na makatanggap ng surpresa! 🎁
Music used belongs to its rightful owner. No copyright infringement intended.
#juanababes #Juan365livestream #Juan365PH
#AllInJuanSaSaya","👄 Challenge time, Juankada!
Kung magaling ka mag lip read, eto na chance mo!
Comment mo kung anong sinabi ni Juanababe zell.

baka Member ID mo na ang next na makatanggap ng surpresa! 🎁
Music used belongs to its rightful owner. No copyright infringement intended.
#juanababes #Juan365livestream #Juan365PH
#AllInJuanSaSaya",20,"10/16/2025 04:06",uploaded,https://www.facebook.com/reel/1746563229321449/,1,0,Reels,,,,,Lifetime,2043,1273,240,131,96,13,239,239,,,,21164.856,14.999,0,,0,
122148694682654483,61569634500241,"Juan365 Live Stream","Kung nandito ka na, follow at join ka na agad Juan365 Live Stream at sa Juanababes.Pero wag mong sarilihin ang saya! I-tag or share mo sa friends mo na di pa kasama, kasi hindi kumpleto ang tropa kung wala sila! 🎮🔥 

#juanababes #Juan365livestream #Juan365PH
#AllInJuanSaSaya #JuanKada #Juan365 #TheResponsibleJuan",,0,"10/15/2025 23:12",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02DbXZTKffdpNedCN4F4U9cyrbrnisxJNc63xz2LCKkBCRZZf5mEnTmTK6yKXZusBHl,0,0,Photos,,,,,Lifetime,2981,1386,164,102,42,20,106,92,13,1,,,,,,,
122148679754654483,61569634500241,"Juan365 Live Stream","Juankada, wag kalimutan ang mga Responsible Gaming Tips natin ha! 🎮 Tandaan, mas panalo kapag responsable ka! 💯 

#Juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan",,0,"10/15/2025 20:00",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02vTw6fTq3jXVBWf13TM2WhYetjkgdrfjb1rpkAib5VjgRCJsarGkFK4hCYFPABdFil,0,0,Photos,,,,,Lifetime,2534,1211,184,114,46,24,63,53,10,,,,,,,,
122148675776654483,61569634500241,"Juan365 Live Stream","Kung gusto mo ng good vibes, dito ka na! 😄
Sama-sama tayong tumawa at mag-enjoy sa ating livestream! 💬

#juanababes #Juan365livestream #Juan365PH
#AllInJuanSaSaya #JuanKada #Juan365 #TheResponsibleJuan",,0,"10/15/2025 18:38",N/A,https://www.facebook.com/juan365livestream/posts/pfbid0EokW4rrv1NnhgtefCFksqTQKxGE1SFjQdUt1UP6AaCuGxuKCoYkuPrn1JiCDiPBgl,0,0,Photos,,,,,Lifetime,3302,1347,260,186,44,30,113,93,20,,,,,,,,
122148602858654483,61569634500241,"Juan365 Live Stream","Nice one, Congrats Juankada! 🤗
Keep it fun, keep it safe — play responsibly.🧡
#juanababes #Juan365livestream #Juan365PH
#AllInJuanSaSaya #JuanKada #Juan365 #TheResponsibleJuan",,0,"10/15/2025 05:50",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02QGe4aFG2ZbB3gRwTsE9MpfTWoojkVxyLKhYRetDtkJoV383BUeML88A2nmu5B19Kl,0,0,Photos,,,,,Lifetime,5014,2307,233,157,59,17,313,197,116,,1,,,,,,1
122148546536654483,61569634500241,"Juan365 Live Stream","BRING ME JUAN
Bring me Screenshot na nakafollow ka sa Juan365 Cares at Juan365 Main Page
MECHANICS:
UNANG 10 TAMANG COMMENTS + MEMBER ID
✅ ay mananalo ng 300 FREE CREDITS!
WINNERS WILL BE POSTED sa Juana Babes 

#juanababes #Juan365livestream #Juan365PH 
#AllInJuanSaSaya #JuanKada  #TheResponsibleJuan",,0,"10/14/2025 21:30",N/A,https://www.facebook.com/juan365livestream/posts/pfbid0FYzs6MNmUstiVzB3whoGAnb2abGmGic2KLA2DtUG5DEVWutBKsJbPsbysxEmmFskl,0,0,Photos,,,,,Lifetime,7114,2900,682,250,334,98,566,523,43,,,,,,,,1
122148543518654483,61569634500241,"Juan365 Live Stream","POV: Muntik mo nang makalimutan i-claim yung Money Rain 😱

Wag palampasin, Juankada — claim agad!
Music used belongs to its rightful owner. No copyright infringement intended.
#juanababes #Juan365livestream 
#AllInJuanSaSaya #Juan365 #TheResponsibleJuan","POV: Muntik mo nang makalimutan i-claim yung Money Rain 😱

Wag palampasin, Juankada — claim agad!
Music used belongs to its rightful owner. No copyright infringement intended.
#juanababes #Juan365livestream 
#AllInJuanSaSaya #Juan365 #TheResponsibleJuan",15,"10/14/2025 20:01",uploaded,https://www.facebook.com/reel/813555298284586/,1,0,Reels,,,,,Lifetime,1927,1307,216,158,38,20,69,69,,,,11009.895,7.444,0,,0,
122148543344654483,61569634500241,"Juan365 Live Stream","💥 May bago na namang pa-good vibes mamaya!
Mark your clocks Juankada!

🎥 3:30PM - 5:30PM
🎥 6:30PM - 8:30PM
Dalhin ang good vibes, wag ang stress! 💫

#juanababes #Juan365livestream #Juan365PH
#AllInJuanSaSaya #JuanKada #Juan365 #TheResponsibleJuan",,0,"10/14/2025 20:00",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02FuXdbENEagnDrt3sfx56L4WEyJs3G71gnBNtuey1JrvQrB6YAupRDpwMw5451QUgl,0,0,Photos,,,,,Lifetime,2900,1353,172,114,35,23,102,67,33,2,,,,,,,
122148501074654483,61569634500241,"Juan365 Live Stream","Nice one, Congrats Juankada! 🤗
Keep it fun, keep it safe — play responsibly.🧡
#juanababes #Juan365livestream #Juan365PH
#AllInJuanSaSaya #JuanKada #Juan365 #TheResponsibleJuan",,0,"10/14/2025 06:30",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02B8F8ef6TTGE6XfqHRba1TKbUk6VdbkR4XU8P31JYCTw5S8TV5HwWqaPpLarNqYYXl,0,0,Photos,,,,,Lifetime,4962,2552,257,173,67,17,203,138,61,4,,,,,,,
122148487802654483,61569634500241,"Juan365 Live Stream","Experience daily surprises, special rewards, and nonstop excitement — all waiting for you, Juankada! 

Register, deposit, and enjoy every play with Juan365!

#juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya
 #JuanKada #Juan365 #TheResponsibleJuan",,0,"10/14/2025 04:34",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02RJ3rpVqRbTR2DmZSQZv7tkZD64UsSYDuED3K25hVBV9vSHBSRbX1dPcddUCgR9qWl,0,0,Photos,,,,,Lifetime,22211,5707,495,298,95,102,357,278,79,,,,,,,,
122148426170654483,61569634500241,"Juan365 Live Stream","Hindi kailangan laging kumikinang para maging worth it ang effort mo. 🌟 Keep pushing, Juankada!

#juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan",,0,"10/13/2025 23:00",N/A,https://www.facebook.com/juan365livestream/posts/pfbid0nmNeQjyfDuc4vbNR5hciwfDDM4CYp2p5CyKPBbJ7eLkpYbh2C8Hj9DNdQKcFrvXsl,0,0,Photos,,,,,Lifetime,2291,1124,154,103,34,17,44,36,8,,,,,,,,
122148412472654483,61569634500241,"Juan365 Live Stream","📣 Live alert, Juankada! 🚨
6:30PM tayo magtatagpo — same vibes, same fun, new kwentuhan!

#juanababes #Juan365livestream #Juan365PH
#AllInJuanSaSaya #JuanKada #Juan365 #TheResponsibleJuan",,0,"10/13/2025 21:00",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02EJ3YUWg44UKbhbwbyALv3Nkr7hJJ9YkC1WqCyqBiCBQoMSyaSoLPutmyM78qf46vl,0,0,Photos,,,,,Lifetime,2824,1203,306,194,63,49,57,48,9,,,,,,,,
122148408410654483,61569634500241,"Juan365 Live Stream","💬 Alam mo na ‘yan... may ganap na naman mamaya!
Set your alarms, 3:30PM tayo LIVE! 🔥
Good vibes lang, all the way!

#juanababes #Juan365livestream #Juan365PH
#AllInJuanSaSaya #JuanKada #Juan365 #TheResponsibleJuan",,0,"10/13/2025 19:30",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02fEkXvVHe1eQR3DRXPJraZmWTihA4io5MKMRQ45nvTf4Bv2UUCDfgTgEqD8A5XEWvl,0,0,Photos,,,,,Lifetime,2658,1152,287,183,63,41,65,54,11,,,,,,,,1
122148352826654483,61569634500241,"Juan365 Live Stream","Nice one, Congrats Juankada! 🤗
Keep it fun, keep it safe — play responsibly.🧡
#juanababes #Juan365livestream #Juan365PH
#AllInJuanSaSaya #JuanKada #Juan365 #TheResponsibleJuan",,0,"10/13/2025 05:21",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02Uuqrd4Kaq8D46PfdHuJwSnyDbXQf3VsS4Gc9VncyvZXVBSDE34dq1xHCGeRtBWbrl,0,0,Photos,,,,,Lifetime,2276,1063,129,87,34,8,82,64,18,,,,,,,,1
122148344720654483,61569634500241,"Juan365 Live Stream","BRING ME JUAN
Bring me Screen Shot na kasali ka sa Juana Babes Official Group at Juan365 Official Group
MECHANICS:
UNANG 10 TAMANG COMMENTS + MEMBER ID
✅ ay mananalo ng 300 FREE CREDITS!
WINNERS WILL BE POSTED sa Juana Babes

#juanababes #Juan365livestream #Juan365PH 
#AllInJuanSaSaya #JuanKada  #TheResponsibleJuan",,0,"10/13/2025 03:30",N/A,https://www.facebook.com/juan365livestream/posts/pfbid022ZEE55f2c2kbZXhWtRc1Rw5aSkgohbGuc2VtSVHiciK1V8idRvfibQC5PB7AhKSXl,0,0,Photos,,,,,Lifetime,4252,1840,392,138,199,55,369,338,31,,,,,,,,
122148311474654483,61569634500241,"Juan365 Live Stream","Panalo ka hindi lang sa laro, kundi sa disiplina. 💚
Mag-enjoy, maglaro, pero lagi sa tamang limit.

#juanababes #Juan365livestream #Juan365PH 
#AllInJuanSaSaya #JuanKada #Juan365 #TheResponsibleJuan","Panalo ka hindi lang sa laro, kundi sa disiplina. 💚
Mag-enjoy, maglaro, pero lagi sa tamang limit.

#juanababes #Juan365livestream #Juan365PH 
#AllInJuanSaSaya #JuanKada #Juan365 #TheResponsibleJuan",10,"10/12/2025 23:01",N/A,https://www.facebook.com/juan365livestream/videos/1137299745250884/,1,0,Videos,,,,,Lifetime,1073,714,150,90,37,23,45,45,,,,4895.847,6.142,0,0,0,
122148305834654483,61569634500241,"Juan365 Live Stream","Sulit ang bawat taya! 🎉 CASHBACK is here para lagi kang panalo. 

Tag your Juankada para ma- remind sila🔔🧡

#juanababes #Juan365livestream #Juan365PH
#AllInJuanSaSaya #JuanKada","Sulit ang bawat taya! 🎉 CASHBACK is here para lagi kang panalo. 

Tag your Juankada para ma- remind sila🔔🧡

#juanababes #Juan365livestream #Juan365PH
#AllInJuanSaSaya #JuanKada",17,"10/12/2025 21:01",uploaded,https://www.facebook.com/reel/1554836035962506/,1,0,Reels,,,,,Lifetime,1110,646,140,87,28,25,50,50,,,,7909.746,9.416,0,,0,
122148304550654483,61569634500241,"Juan365 Live Stream","Shhh... may surpresa si Juan! 👀
‘Wag kang mawawala, baka para sa’yo ‘to!

#juanababes #Juan365livestream #Juan365PH
#AllInJuanSaSaya #JuanKada #Juan365 #TheResponsibleJuan",,0,"10/12/2025 20:47",N/A,https://www.facebook.com/juan365livestream/posts/pfbid0NNEHTom9FXUczPMJNBTJbSGBBhAyujr6X7t4LfzTfGMQUVgr4qjX8kt5nxV8aPfHl,0,1,Text,,,,,Lifetime,,591,124,84,40,0,63,63,,,,,,,,,
122148299462654483,61569634500241,"Juan365 Live Stream","Sweet mood activated! 💃
‘Cause a little sugar never hurt nobody 😜

 Sweet mood ka rin ba today?
Comment “SWEET MOOD ON!” kung relate ka!

#juanababes #Juan365livestream #Juan365PH
#AllInJuanSaSaya #JuanKada #Juan365 #TheResponsibleJuan","Sweet mood activated! 💃
‘Cause a little sugar never hurt nobody 😜

 Sweet mood ka rin ba today?
Comment “SWEET MOOD ON!” kung relate ka!

#juanababes #Juan365livestream #Juan365PH
#AllInJuanSaSaya #JuanKada #Juan365 #TheResponsibleJuan",21,"10/12/2025 19:48",N/A,https://www.facebook.com/juan365livestream/videos/24891854067141009/,0,0,Videos,,,,,Lifetime,1027,631,122,90,23,9,76,76,,,,7386.636,9.074,0,0,0,
122148290492654483,61569634500241,"Juan365 Live Stream","⏰ 3PM.
🎥 LIVESTREAM.
💚 GOOD VIBES ONLY.
Abangan niyo ‘yan, Juankada!

#juanababes #Juan365livestream #Juan365PH
#AllInJuanSaSaya #JuanKada #Juan365 #TheResponsibleJuan",,0,"10/12/2025 18:42",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02NqXkG1uY5BTrHyHkXx1Pws3oMxcj5cMf9UR5pF8YkiboPCiP3qqN6W86Vu8Wg689l,0,0,Photos,,,,,Lifetime,2484,1121,202,127,44,31,54,45,9,,,,,,,,
122148242864654483,61569634500241,"Juan365 Live Stream","Nice one, Congrats Juankada! 🤗
Keep it fun, keep it safe — play responsibly.🧡
#juanababes #Juan365livestream #Juan365PH
#AllInJuanSaSaya #JuanKada #Juan365 #TheResponsibleJuan",,0,"10/12/2025 05:37",N/A,https://www.facebook.com/juan365livestream/posts/pfbid0s49vSRGG3y1GVzsRxHYX5i7UPCKT4f6FCwWSU9UbywgEQuQ4CKg8bwu8UoVNdCawl,0,0,Photos,,,,,Lifetime,3061,1456,155,92,45,18,128,90,38,,,,,,,,
122148193862654483,61569634500241,"Juan365 Live Stream","Pssst... may ganap mamaya! 😍

Ready na ba kayo sa LIVE mamaya 3 PM? 👀
Wag kang mawawala — baka name mo na ang matawag.

#juanababes #Juan365livestream #Juan365PH
#AllInJuanSaSaya #JuanKada #Juan365 #TheResponsibleJuan",,0,"10/11/2025 21:45",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02TD7j8cQDkE4RWbEpD3E8iS3FZhYnHQ69Mcca9Cds4ajrprNnuNxbde6QPdQc5rekl,0,0,Photos,,,,,Lifetime,2211,895,177,103,47,27,105,89,16,,,,,,,,
122148187718654483,61569634500241,"Juan365 Live Stream","⚠️ Paalala lang, Juankada!

Wag panoorin kung ayaw mong ma-excite! 🤭
Kasi si Juanababe Zell, hindi lang ganda ang dala — may GOOD NEWS pa para sa’yo! 💚

#juanababes #Juan365livestream #Juan365PH
#AllInJuanSaSaya #JuanKada #Juan365 #TheResponsibleJuan","⚠️ Paalala lang, Juankada!

Wag panoorin kung ayaw mong ma-excite! 🤭
Kasi si Juanababe Zell, hindi lang ganda ang dala — may GOOD NEWS pa para sa’yo! 💚

#juanababes #Juan365livestream #Juan365PH
#AllInJuanSaSaya #JuanKada #Juan365 #TheResponsibleJuan",15,"10/11/2025 19:55",mixed,https://www.facebook.com/juan365livestream/videos/806320792346518/,1,0,Videos,,,,,Lifetime,1809,738,325,189,73,63,83,83,,,,10884.956,8.045,0,0,0,
122148162350654483,61569634500241,"Juan365 Live Stream","Yung ready ka na lumabas pero pinagtupi ka muna bago gumala 😭

Me: “Okay fine… pero dapat stylish habang nagtutupi! 💅🧺
Confidence level: 100%

#juanababes #Juan365livestream 
#AllInJuanSaSaya #JuanKada #Juan365","Yung ready ka na lumabas pero pinagtupi ka muna bago gumala 😭

Me: “Okay fine… pero dapat stylish habang nagtutupi! 💅🧺
Confidence level: 100%

#juanababes #Juan365livestream 
#AllInJuanSaSaya #JuanKada #Juan365",17,"10/11/2025 18:39",N/A,https://www.facebook.com/reel/1838755123394674/,0,0,Reels,,,,,Lifetime,5395,1275,335,203,82,50,159,159,,,,30151.928,7.051,0,,0,
122148105584654483,61569634500241,"Juan365 Live Stream","Nice one, Congrats Juankada! 🤗
Keep it fun, keep it safe — play responsibly.🧡
#juanababes #Juan365livestream #Juan365PH
#AllInJuanSaSaya #JuanKada #Juan365 #TheResponsibleJuan",,0,"10/11/2025 05:12",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02uCDXGfPB63FNDc67HFwME3LApZcZTPxjHSWD8Y2ZdMMqN39uieP6voXZLycLj5nMl,0,0,Photos,,,,,Lifetime,2580,1155,179,108,46,25,106,87,19,,,,,,,,
122148094058654483,61569634500241,"Juan365 Live Stream","Mga Responsible Juankadas, roll call na tayo! 🎉 

I-comment ang fave emoji mo para malaman naming present ka! 😉

#juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan",,0,"10/11/2025 03:07",N/A,https://www.facebook.com/juan365livestream/posts/pfbid0AyBRupiDzTWVKF8uBkfiXLXADLdXCNDW7312MLNpM22gDH8NNweWzjoFQpWyKqKvl,0,0,Photos,,,,,Lifetime,1974,844,282,134,117,31,106,103,3,,,,,,,,
122148050168654483,61569634500241,"Juan365 Live Stream","Sumabay sa trend, Juankada! Drop ‘ngalan mo’ sa comments kung relate ka! 💬

Music used belongs to its rightful owner. No copyright infringement intended.
#juanababes #Juan365livestream #Juan365PH 
#AllInJuanSaSaya","Sumabay sa trend, Juankada! Drop ‘ngalan mo’ sa comments kung relate ka! 💬

Music used belongs to its rightful owner. No copyright infringement intended.
#juanababes #Juan365livestream #Juan365PH 
#AllInJuanSaSaya",18,"10/10/2025 20:33",uploaded,https://www.facebook.com/reel/2041199846631656/,1,0,Reels,,,,,Lifetime,1512,647,179,114,43,22,66,64,,2,,8731.743,7.482,0,,0,
122148046592654483,61569634500241,"Juan365 Live Stream","Nandito na ang bagong Juana Babe na magpapasaya sa inyo!💖 Don’t miss our livestream mamaya kasama si Juana Babe Ashley at Juana Babe Abi.😎

#juanababes #Juan365livestream #Juan365PH
#AllInJuanSaSaya #JuanKada #Juan365",,0,"10/10/2025 19:35",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02JYRU5jMcTczwzMzkGDwAseUV8jRvSKq6DVWUYAYtXwqy5AJJx1sJFx5jzD8fb8wtl,0,0,Photos,,,,,Lifetime,3327,1251,252,167,50,35,250,190,59,1,,,,,,,
122148008192654483,61569634500241,"Juan365 Live Stream","Nice one, Congrats Juankada! 🤗
Keep it fun, keep it safe — play responsibly.🧡

#juanababes #Juan365livestream #Juan365PH
#AllInJuanSaSaya #JuanKada #Juan365 #TheResponsibleJuan",,0,"10/10/2025 07:26",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02mwkuUPerrwZPxMNXe1Nh2zuGYsnMK7j81NhMMQJZVo81qYESd3c1Af5Bqck7wej3l,0,0,Photos,,,,,Lifetime,2207,1019,126,80,36,10,97,91,6,,,,,,,,
122148000824654483,61569634500241,"Juan365 Live Stream","Hindi ka dapat mahuli, Juankada! Official Livestream Group is waiting for you—tara na at mag-enjoy! 🎉

👉 Click here: https://www.facebook.com/profile.php?id=100090964788260

#Juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya #JuanKada","Hindi ka dapat mahuli, Juankada! Official Livestream Group is waiting for you—tara na at mag-enjoy! 🎉

👉 Click here: https://www.facebook.com/profile.php?id=100090964788260

#Juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya #JuanKada",8,"10/10/2025 05:30",N/A,https://www.facebook.com/reel/780219634916509/,1,0,Reels,,,,,Lifetime,1170,561,112,74,26,12,39,39,,,,5152.622,6.112,0,,0,
