"Post ID","Page ID","Page name",Title,Description,"Duration (sec)","Publish time","Caption type",Permalink,"Is crosspost","Is share","Post type",Languages,"Custom labels","Funded content status","Data comment",Date,Views,Reach,"Reactions, Comments and Shares",Reactions,Comments,Shares,"Negative feedback from users: Hide all","Total clicks","Other Clicks","Matched Audience Targeting Consumption (Photo Click)","Link Clicks","Approximate content monetization earnings","Seconds viewed","Average Seconds viewed","Estimated earnings (USD)","Negative feedback from users: Hide"
122148225902762707,61572881214141,Juan365,"NEW ZEALAND CLINCHES WIN OVER GILAS 🏀 

Matinding bakbakan ang naganap, pero sa huling buzzer, New Zealand ang nakalamang.

Final score: 🇵🇭 Gilas 86 – 94 New Zealand 🇳🇿 

Makakabawi kaya ang Gilas sa crucial game nila kontra Iraq sa August 9? 😱

Walang bibitaw. Abangan, Juankada! 

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan",,0,"08/07/2025 18:31",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid02ap782Wjxpj4mf6LRyspb6DzH6jbhv8WDqPxyaSyyvcxS1VBp1raS2fDkU139SkV4l,0,0,Photos,,,,,Lifetime,64278,35536,453,323,122,8,,557,468,87,2,0,,,,
122148074540762707,61572881214141,Juan365,"💸 Deposit Made Easy!
Load up your Juan365 wallet in just a few clicks!

📌 For 21 years old and above only.
🎮 Gaming doesn't guarantee earnings or financial improvement. Stay within your limits. Enjoy and Play Responsibly.

Follow these simple steps:
✅ Click ""Deposit"" on the top of the Site
✅ Click ""Deposit""
✅ Choose QRPh or GCash
✅ Click any amount then submit to make deposit

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan","💸 Deposit Made Easy!
Load up your Juan365 wallet in just a few clicks!

📌 For 21 years old and above only.
🎮 Gaming doesn't guarantee earnings or financial improvement. Stay within your limits. Enjoy and Play Responsibly.

Follow these simple steps:
✅ Click ""Deposit"" on the top of the Site
✅ Click ""Deposit""
✅ Choose QRPh or GCash
✅ Click any amount then submit to make deposit

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan",33,"08/07/2025 03:10",mixed,https://www.facebook.com/reel/643680944880225/,1,0,Reels,,,,,Lifetime,17878,21976,693,483,185,25,,242,242,,,0,117569.263,7.692,,
122148048746762707,61572881214141,Juan365,"Si Juan, hindi lang basta player—strategic siya. 🎯
Alam niya ‘pag okay pa, at ‘pag enough na.
Smart play is the real win. 🧠🎮

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #TheResponsibleJuan",,0,"08/07/2025 00:10",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0zvS6vhGT6fNwnBfjfqVxUfjFpkykjDu4FARueRzhG2efBGqoK4JGK1pNoY19VXMVl,0,0,Photos,,,,,Lifetime,77515,38300,651,365,259,27,,1005,874,129,2,0,,,,
122148026444762707,61572881214141,Juan365,"B-I-N-G-O? Meron din si Juan365 'yan! 🎉
Level up ang saya with Bingo games na siguradong pa-prize at pa-good vibes! 💸🎲

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #TheResponsibleJuan",,0,"08/06/2025 21:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0aqRDXQLXEZT9srpRsC3RJDkAiVfwvwtvBsqS5cbmgQq473FqDHEqBCybSX4uwQM1l,0,0,Photos,,,,,Lifetime,53750,28002,550,376,162,12,,441,349,92,,0,,,,
122148012764762707,61572881214141,Juan365,"TIME TO BOUNCE BACK! 🏀💥

Gilas Pilipinas is ready to strike back stronger than ever! 💙❤️

📅 August 7 • Thursday
🆚 🇳🇿 New Zealand 
⏰ 11:00 PM (PH Time)

Hindi pa tapos ang laban — this is redemption time, Pilipinas! 🇵🇭

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan",,0,"08/06/2025 19:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid02V3pBG9Vq5mNMRS9eccjfXvuYAskC5LxJcDMChKBXAC7bKStXWNBgvJEiaShbnJPUl,0,0,Photos,,,,,Lifetime,52040,29703,382,299,71,12,1,313,249,64,,0,,,,
122147794550762707,61572881214141,Juan365,"Si Juan, hindi padalos-dalos.
Alam niya kung kailan GO at kailan STOP. 🟢🔴
Panalo ‘pag may diskarte—hindi lahat kailangang itaya.

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #TheResponsibleJuan",,0,"08/06/2025 03:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid02EwHT99kzxNT91DEfqoZTwvHLEXFRKzcaHaBVaxbkNjL9kSZm4E8QpW3ZXxtid5V5l,0,0,Photos,,,,,Lifetime,101379,52842,842,523,290,29,,1384,1189,194,1,0,,,,1
122147774558762707,61572881214141,Juan365,"🔐 Time to Verify? G na!
Secure your Juan365 account and unlock full features by completing your KYC in just a few steps! 🪪✨

📌 For 21 years old and above only.
🎮 Gaming doesn't guarantee earnings or financial improvement. Stay within your limits. Enjoy and Play Responsibly.

Follow these steps:

1. Tap ""Sign Up""
2. Enter your mobile number and tap ""Register/Log In""
3. Input the OTP sent to your number, then tap ""Next""
4. Tap the ☰ (Menu) on the upper left > Select ""Account"" > Tap ""KYC Verification""
5. Tap “Complete Now”
6. Tap the “Send” button to receive your verification code
7. Wait for the OTP to be sent to your registered number
8. Enter the OTP and tap ""Next""
9. Set your Transaction PIN > Tap ""Next""
10. Tap ""Start Now""
11. Prepare your Valid ID
12. Take a clear photo of your ID 📸
13. Prepare for a Face Scan
14. Stay still during the scan 🧍‍♀️🧍‍♂️
15. Wait while we verify your account 🕒
16. Fill in your remaining personal details
17. Done! Your account is now verified ✅

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365  #Juan365PH  #AllInJuanSaSaya  #Juankada #TheResponsibleJuan","🔐 Time to Verify? G na!
Secure your Juan365 account and unlock full features by completing your KYC in just a few steps! 🪪✨

📌 For 21 years old and above only.
🎮 Gaming doesn't guarantee earnings or financial improvement. Stay within your limits. Enjoy and Play Responsibly.

Follow these steps:

1. Tap ""Sign Up""
2. Enter your mobile number and tap ""Register/Log In""
3. Input the OTP sent to your number, then tap ""Next""
4. Tap the ☰ (Menu) on the upper left > Select ""Account"" > Tap ""KYC Verification""
5. Tap “Complete Now”
6. Tap the “Send” button to receive your verification code
7. Wait for the OTP to be sent to your registered number
8. Enter the OTP and tap ""Next""
9. Set your Transaction PIN > Tap ""Next""
10. Tap ""Start Now""
11. Prepare your Valid ID
12. Take a clear photo of your ID 📸
13. Prepare for a Face Scan
14. Stay still during the scan 🧍‍♀️🧍‍♂️
15. Wait while we verify your account 🕒
16. Fill in your remaining personal details
17. Done! Your account is now verified ✅

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365  #Juan365PH  #AllInJuanSaSaya  #Juankada #TheResponsibleJuan",85,"08/06/2025 00:59",N/A,https://www.facebook.com/reel/554515777653753/,0,0,Reels,,,,,Lifetime,15496,19932,580,425,134,21,,167,167,,,0,148110.205,11.11,,
122147740964762707,61572881214141,Juan365,"Bored ka na ba? Baka ito na ‘yung sign mo. 👀
Sa Juan365, may saya araw-araw! Spin na, Juankada! 🎮✨

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #TheResponsibleJuan",,0,"08/05/2025 21:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid09rRD3AsfnmVidhtEqwLjJ5i1NKsJPCWiG1eX1QXkkqZu6BgrEaEyxn8wCtJkpCGVl,0,0,Photos,,,,,Lifetime,80205,40232,764,433,311,20,,1046,901,144,1,0,,,,
122147725778762707,61572881214141,Juan365,"🇵🇭 Gilas Pilipinas 87 – 95 🇹🇼 Chinese Taipei

Matinding bakbakan hanggang huli! Gilas Pilipinas showed grit and puso — ready na para bumawi! 💙❤️

📅 Next game: Aug 7 vs. New Zealand 🥶

A must-watch battle for redemption — support our kababayan, Juankada! 🔥 

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan #JuanSports",,0,"08/05/2025 19:14",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0ACJ49HskbAjZ5pQVPKyaDapjMcqB4bQ7SLUwk3LYq2buKPuHWLkAfdTs6psz6u7ql,0,0,Photos,,,,,Lifetime,70852,38227,429,299,119,11,,497,400,97,,0,,,,
122147719304762707,61572881214141,Juan365,"900,000 and counting! 🤯🔥

Juankada, ang lakas niyo talaga! Salamat sa solid n’yong suporta—walang humpay, walang kapantay! 💙🧡

Isang malaking CHEERS para sa inyo! 🥂 Final stretch na to... 1 MILLION, here we come! 🚀

Tuloy lang ang saya, tuloy lang ang laro—kasama si Juan! 🎮🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan",,0,"08/05/2025 17:59",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid02upoQCrJNa7V9G1yXxhYym7eGMmt27aqS3DoKGexijNHuAJ7SmaYHYUKqbqyUAaGnl,0,0,Photos,,,,,Lifetime,132524,64929,1362,725,583,54,2,3610,3151,273,186,0,,,,
122147567342762707,61572881214141,Juan365,"BUKAS NA, everyJUAN! 🇵🇭🏀

Gilas Pilipinas vs. Chinese Taipei
📅 August 6 • WEDNESDAY • 2:00 AM (PH Time)

Simula na ang ating laban. Isang laban para sa bayan, isang panalo para sa everyJUAN! ❤️💙

⏰ Set your alarms, Pilipinas — oras na para isigaw ang PUSO at ipakita ang ating lakas sa buong mundo! 🔥

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan",,0,"08/05/2025 03:42",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid02PkVn3qg2epMCvhrxyyW13XFFcEzG4TZ7Q59dQNPm1PKHqEjqS7ngLvdSpBU8BNaal,0,0,Photos,,,,,Lifetime,83133,46242,720,478,221,21,,558,423,134,1,0,,,,
122147537318762707,61572881214141,Juan365,"📝 Bagong player? Register na—easy lang ‘yan!

Here’s your step-by-step guide to create your Juan365 account in minutes! ⚡️

📌 For 21 years old and above only.
🎮 Gaming doesn't guarantee earnings or financial improvement. Stay within your limits. Enjoy and Play Responsibly.

Follow these steps:

1. Go to Juan365 website or open the Juan365 App
2. Click ""Sign Up""
3. Enter your personal mobile number
4. Read and agree to the Terms and Conditions
5. Click ""Register/Login""

✅ That’s it! You’re all set to explore the fun and bonuses with Juan365!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #Juankada #TheResponsibleJuan","📝 Bagong player? Register na—easy lang ‘yan!

Here’s your step-by-step guide to create your Juan365 account in minutes! ⚡️

📌 For 21 years old and above only.
🎮 Gaming doesn't guarantee earnings or financial improvement. Stay within your limits. Enjoy and Play Responsibly.

Follow these steps:

1. Go to Juan365 website or open the Juan365 App
2. Click ""Sign Up""
3. Enter your personal mobile number
4. Read and agree to the Terms and Conditions
5. Click ""Register/Login""

✅ That’s it! You’re all set to explore the fun and bonuses with Juan365!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #Juankada #TheResponsibleJuan",42,"08/05/2025 01:00",uploaded,https://www.facebook.com/Juan365officialpage/videos/788057874223124/,1,0,Videos,,,,,Lifetime,103232,36479,1123,626,342,155,,348,347,,1,0,582183.414,6.55,,
122136739046762707,61572881214141,Juan365,"Dennis Trillo is now part of the Juan365 Family—mas marami pang pasabog ang darating! 💥 Abang abang lang Juankada!

Register na: https://juan365.ph/

#Juan365 #Juan365PH #AllInJuanSaSaya","@[100092543658282:2048:Dennis Trillo] is now part of the Juan365 Family—mas marami pang pasabog ang darating! 💥 Abang abang lang Juankada!

Register na: https://juan365.ph/

#Juan365 #Juan365PH #AllInJuanSaSaya",61,"06/10/2025 20:42",N/A,https://www.facebook.com/reel/1042191698057180/,0,0,Reels,,,,,Lifetime,52441,10767,1290,1012,125,153,,285,284,,1,0,287271.951,6.431,,
122147470898762707,61572881214141,Juan365,"Ahoy, JuanKada! ☠️⚓
Sail into riches with Captain’s Treasure — treasure vibes, lucky spins, and full-on adventure ang dala!
Game of the Day ‘to, so don’t miss the wave! 🌊💰

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #TheResponsibleJuan","Ahoy, JuanKada! ☠️⚓
Sail into riches with Captain’s Treasure — treasure vibes, lucky spins, and full-on adventure ang dala!
Game of the Day ‘to, so don’t miss the wave! 🌊💰

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #TheResponsibleJuan",8,"08/04/2025 19:00",N/A,https://www.facebook.com/Juan365officialpage/videos/1251059613368078/,1,0,Videos,,,,,Lifetime,35400,19188,558,317,233,8,,382,381,,1,0,133855.424,5.55,,
122147367584762707,61572881214141,Juan365,"Walang gigil, walang habulan. 🎮
Si Juan, kalmado lang—hindi nagpapa-stress sa laro.
Play smart. Play chill. Stay in control. 💙

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #TheResponsibleJuan",,0,"08/04/2025 06:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0s9wcHvdDQyNJZYY11F8HoksfUCVqLxZSjsxWBLCmYzhA2YD5wXzsxzaTV7wU1DSRl,0,0,Photos,,,,,Lifetime,76073,37288,962,498,370,94,,917,774,140,3,0,,,,
122147345480762707,61572881214141,Juan365,"📢 GCash Deposits & Withdrawals are Back! 💸

GCash services are now fully restored after our quick system maintenance. You can now deposit and withdraw without any issues — smooth, fast, and hassle-free! ✅

Thank you for your patience and support while we made improvements to serve you better. 💙

For concerns, feel free to reach out to our Customer Support team.

#Juan365 #AllInJuanSaSaya #Juan365PH #TheResponsibleJuan",,0,"08/04/2025 04:03",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid02AZhVhnuR7u7ggGQqnnfQv4rK9eB2CB7AbFGNRfAzfbQFXbaHawDY2MYecA7dWJmsl,0,0,Photos,,,,,Lifetime,99476,52166,602,352,237,13,,2098,1907,191,,0,,,,
122147345210762707,61572881214141,Juan365,"🔴 Kapag umilaw na ang camera… sila na ang bida. 🎥

May bagong hatid na ligaya si JUAN.

Abangan at kilalanin, LIVE sa JUAN365.

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada #TheResponsibleJuan #JuanTambayan",,0,"08/04/2025 04:01",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0Gx97eTs7am7VaTHtsgmAqbGiyUrreSLQLWM34vr7t1q7paeZym5G1YFHE38St8idl,0,0,Photos,,,,,Lifetime,70367,35837,573,378,166,29,,1587,1384,203,,0,,,,
122147308262762707,61572881214141,Juan365,"Verified ka na ba, JuanKada? 🎮
Para sa smooth na rewards at sure na laro—KYC mo na ‘yan! 📝✨

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #TheResponsibleJuan",,0,"08/04/2025 00:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0N7bRrwi3LBDymSF9JmzR6JEDUQQU4YgYRE6wRkG6E46oUjxTbt1rxh3TqVGrdTsfl,0,0,Photos,,,,,Lifetime,118940,58335,741,342,380,19,,2290,1986,302,2,0,,,,
122147275364762707,61572881214141,Juan365,"🇵🇭 LAKAS NG BAYAN. PUSO NG PILIPINAS 🇵🇭 

Narito na ang opisyal na #GilasPilipinas roster na lalaban para sa ating bandera! 💪🔥

Handa na ba kayong sumigaw ng PUSO sa bawat laro? 💙❤️💛

Sabay-sabay natin silang suportahan—dahil sa bawat laban, kasama ang everyJUAN. 🙌

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan",,0,"08/03/2025 19:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0yhfYsNCVWxzDAppB1Erk1bBjcBdFJWz1nGkbeeUqqhgfwSxcGt8gs1tXbXZ1Sy3rl,0,0,Photos,,,,,Lifetime,65296,40119,431,341,66,24,,471,265,204,2,0,,,,
122147192108762707,61572881214141,Juan365,"800,000 FOLLOWERS?! 🔥🙌 Grabe talaga kayo, Juankada! 
Mas dumadami, mas sumisigla! 💙🧡 Salamat sa walang sawang suporta at pagmamahal—road to 1 MILLION na talaga ‘to! 🚀 

Kaya tuloy lang ang all-in na saya, kasama si Juan!

#Juan365 #Juan365PH #JuanKada #AllInJuanSaSaya #TheResponsibleJuan",,0,"08/03/2025 07:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid02v8iCz65Qpj4vxvLaxkbaH1odhhLDcy1N6yJHwKZ7afxPo3gMZvGVSHpeRpdEnHc4l,0,0,Photos,,,,,Lifetime,104882,54186,1045,694,301,50,1,1735,1500,234,1,0.01,,,,
122147160278762707,61572881214141,Juan365,"Hindi todo o wala—si Juan, may diskarte. 🎯
Laro lang kung masaya, tigil kung kailangan.
That’s the smart way to play. 🎮✅

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #TheResponsibleJuan",,0,"08/03/2025 04:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0E969geQVgho9Y4myMmLG6dDU1n2R4QhR3Lq63GDeq3b6fGDgC6zdLCqJcfNHdsEUl,0,0,Photos,,,,,Lifetime,84951,43075,560,397,145,18,,558,462,96,,0,,,,
122147088158762707,61572881214141,Juan365,"Manifesting? No need—Money Come is here! 💸⚡
Get ready for that fast-track thrill and reel excitement.
Game of the Day vibes? Solid! 🔥🎰

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #TheResponsibleJuan","Manifesting? No need—Money Come is here! 💸⚡
Get ready for that fast-track thrill and reel excitement.
Game of the Day vibes? Solid! 🔥🎰

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #TheResponsibleJuan",8,"08/02/2025 19:00",N/A,https://www.facebook.com/Juan365officialpage/videos/1387533628976056/,1,0,Videos,,,,,Lifetime,45111,28549,838,595,190,53,,346,343,,3,0,166194.27,5.293,,
122146965224762707,61572881214141,Juan365,"Play smart, not stressed. 😌🎮
Si Juan, alam ang limit—kaya laging good vibes lang sa laro!
Keep it balanced, keep it safe, everyJuan. ✅

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #TheResponsibleJuan",,0,"08/02/2025 04:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid02PiK6PnaY5yd11XytVM7JZrin21tK3YWwU4iroNFSYCSzcMGjGZobJRV1y4hGT4zPl,0,0,Photos,,,,,Lifetime,159588,73714,1188,744,400,44,,1917,1631,283,3,0,,,,
122146907606762707,61572881214141,Juan365,"Bago namin i-wrap up ‘to… flex muna namin yaaan! 😎
📍Juan365 billboard spotted ulit! Kahit saan ka mapatingin, all-in sa saya si Juan! 💙🎰

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #TheResponsibleJuan","Bago namin i-wrap up ‘to… flex muna namin yaaan! 😎
📍Juan365 billboard spotted ulit! Kahit saan ka mapatingin, all-in sa saya si Juan! 💙🎰

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #TheResponsibleJuan",11,"08/02/2025 00:01",mixed,https://www.facebook.com/reel/1816646662585208/,1,0,Reels,,,,,Lifetime,26548,31371,859,624,151,84,,607,607,,,0,108516.416,4.915,,
122146870694762707,61572881214141,Juan365,"✨ Maligayang Buwan ng Wika!
Ipagdiwang natin ang yaman ng wikang Filipino—simbolo ng ating pagkakakilanlan at pagkakaisa. 🇵🇭💬

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada",,0,"08/01/2025 19:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid02AZbAKb9eBzTbg4DVvQ5dPdz2QMm3JJFT1Fmm7JBvKf3QqZA4Ar4fTGN1A5oeFyJVl,0,0,Photos,,,,,Lifetime,95750,44957,660,493,144,23,,690,570,120,,0,,,,
122146747196762707,61572881214141,Juan365,"Si Juan, hindi nagpapadala sa init ng laro.
Kayang maglaro, pero kayang magpahinga.
Ikaw, kamusta ka? Be The Juan in Control. 😌

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #TheResponsibleJuan",,0,"08/01/2025 04:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid02Qvrygi8wp8EayYtU5YcMrJV56NFaYiYC527z7UFtxCNLWU2FTLYaSARGL74YXUHPl,0,0,Photos,,,,,Lifetime,133023,64132,1139,674,424,41,,1635,1373,259,3,0,,,,
122146715510762707,61572881214141,Juan365,"Para sa mga solid!  Happy Beer Day, Juankada! Walang reason? Walang problema. Basta may malamig! 🍻🍻

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada",,0,"08/01/2025 00:02",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid02q5bGyN1QvJUhvsmK6PAzXLR8DBXu15MZLpgGbbW6GTT7i69Ckb4xehZn77z3TwdWl,0,0,Photos,,,,,Lifetime,99092,49224,735,508,191,36,1,839,704,133,2,0,,,,
122146676036762707,61572881214141,Juan365,"August na! 🍂  A month full of surprises, swerte, at saya—bring it on! 💪

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #TheResponsibleJuan",,0,"07/31/2025 19:01",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid032xAJ7wyLT5P9YqCH2KnJMZHAADpMoSp9GDr7ZahNXSBRN8jgAsUdsrEDceXzgavEl,0,0,Photos,,,,,Lifetime,107797,50925,832,538,261,33,,1235,1070,165,,0,,,,1
122146536050762707,61572881214141,Juan365,"Laro lang ‘pag kaya.
Stop kung kailangan.
🧠 JuanMindful Play — para sa mas safe at masayang gaming.

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan",,0,"07/31/2025 04:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid02ENrDtCF34xitVq66x456eafegBWPXPQDKqWhnxRm7MzPxpPgihK487MnCHyxqHdrl,0,0,Photos,,,,,Lifetime,135017,62498,1264,830,382,52,,1792,1553,236,3,0,,,,
122146475150762707,61572881214141,Juan365,"Get in the zone and start strong with 759 Gaming—hot games, real vibes, at legit na thrill sa bawat spin! 🔥

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan",,0,"07/30/2025 19:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid02LNnv4fBu1mBwJPfi4hbqFzppcvbi2t9iQmX81zLCFYBv36cmHMHWFJxPSB9KycAsl,0,0,Photos,,,,,Lifetime,133797,63195,1290,793,447,50,,1690,1429,258,3,0,,,,
122146443230762707,61572881214141,Juan365,"700,000 FOLLOWERS?! 😱🙌
Sino’ng mag-aakala? Juankada, ang lakas niyo talaga!
Walang tatalo sa solid n’yong suporta at walang kupas na love. 💙🧡
Pataas tayo nang pataas—1 MILLION, we’re coming for you! 🚀

#Juan365 #Juan365PH #JuanKada #AllInJuanSaSaya #TheResponsibleJuan",,0,"07/30/2025 15:08",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid02rgXeJbeX7yv7GCupyxF6KMfwPXEuyB8MwUSm3TjNSxnW9kSqTNHPucsVwqrH7zYVl,0,0,Photos,,,,,Lifetime,113314,52892,1156,816,276,64,,1445,1262,182,1,0.01,,,,
122146331486762707,61572881214141,Juan365,"Gaming is fun, but your peace comes first.
Learn to pause, reflect, and reset.
⏸️ JuanHit Pause. You got this. 💪

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan",,0,"07/30/2025 04:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0Qr4LK1q2PxTdtT79rerUNq2kftNxEsDabr3jEaWfnqnFpUbawagyoq3fNvy2FTHZl,0,0,Photos,,,,,Lifetime,123055,58497,1215,726,447,42,,1163,993,169,1,0,,,,
122146257236762707,61572881214141,Juan365,"Spin mo na yang swerte mo! 🎰
Sa Juan365, bawat ikot may kasamang saya—handa ka na ba for non-stop thrill? ✨

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan",,0,"07/29/2025 19:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid07QSmPhieufhx17yMFe23SnrAVqSLs4uEqaGqk2nMANPcuf1MYzreC1wydkNDWhvQl,0,0,Photos,,,,,Lifetime,126722,58804,1168,709,400,59,,1502,1304,197,1,0,,,,
122146122530762707,61572881214141,Juan365,"Smart si Juan—always JUAN step ahead. 🧠🎮
Gaming is more fun kapag may limit.
Disiplina, budget, at control—‘yan ang tunay na smart play.

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan",,0,"07/29/2025 04:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0DfMHtQLqiesr22VjKPu9Yq8zTmPrmcpzrYZxpAGoA3L6Lb5yENqJTFM5TfDrdKjWl,0,0,Photos,,,,,Lifetime,127078,60082,1522,937,469,116,,1138,963,168,7,0,,,,
122146080224762707,61572881214141,Juan365,"Wrap up na? Chillax lang...Pa-flex muna kami! 😎📸
📍From Parañaque to Pasay (at marami pang iba!)
Juan365 billboards, spotted sa iba’t ibang sulok ng metro! 👀💙

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #TheResponsibleJuan","Wrap up na? Chillax lang...Pa-flex muna kami! 😎📸
📍From Parañaque to Pasay (at marami pang iba!)
Juan365 billboards, spotted sa iba’t ibang sulok ng metro! 👀💙

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #TheResponsibleJuan",11,"07/29/2025 00:01",N/A,https://www.facebook.com/reel/2117285692133112/,1,0,Reels,,,,,Lifetime,29303,35190,846,634,175,37,,419,419,,,0,135784.247,5.636,,
