"Post ID","Page ID","Page name",Title,Description,"Duration (sec)","Publish time","Caption type",Permalink,"Is crosspost","Is share","Post type",Languages,"Custom labels","Funded content status","Data comment",Date,Reach,"Reactions, Comments and Shares",Reactions,Comments,Shares,"Total clicks","Other Clicks","Link Clicks","Matched Audience Targeting Consumption (Photo Click)","Approximate content monetization earnings",Views,"Negative feedback from users: Hide all","Negative feedback from users: Hide","Seconds viewed","Average Seconds viewed","Estimated earnings (USD)"
122164187384762707,61572881214141,Juan365,"Juankada, Undas na naman!
Habang ginugunita natin ang ating mga mahal sa buhay, ‘wag kalimutang maging ligtas.
Tandaan ang ating safety tips ✨

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"10/31/2025 21:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0muaER6BL3hv12oyrzVtWFtEqHSHkZ9hfXG2FuW9kP1rvsvVXBtFUzeRzZSYFhxjQl,0,0,Photos,,,,,Lifetime,9738,417,248,108,61,171,130,,41,0.16,17173,,1,,,
122164166702762707,61572881214141,Juan365,"Isang mapayapa at makabuluhang Undas sa lahat. Sama-sama tayo sa pag-alala at pagdarasal para sa ating mga mahal sa buhay na pumanaw 💙

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"10/31/2025 17:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0rM6DdkCoJbNE2fGvUbHVvaA2YLBLpAtGSAibxrJQPP6DoVv6n391vLLmX9PbZ2SLl,0,0,Photos,,,,,Lifetime,26994,805,416,333,56,893,708,,185,0.41,44502,2,,,,
122164097150762707,61572881214141,Juan365,"What a BOO-tiful night! 🌙🕸️
Sinasabi ko na sa’yo, Juankada… ibang level ang saya dito ngayong HalloWIN! 🕷️

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada","What a BOO-tiful night! 🌙🕸️
Sinasabi ko na sa’yo, Juankada… ibang level ang saya dito ngayong HalloWIN! 🕷️

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",10,"10/31/2025 05:00",N/A,https://www.facebook.com/reel/1136180455342480/,1,0,Videos,,,,,Lifetime,36519,726,453,195,78,408,388,20,,0,38442,,,80267.307,2.333,0
122164081046762707,61572881214141,Juan365,"First deposit of the day?
Get up to 250% deposit bonus everyday — available for 15 days lang ‘to! 

Kaya don’t miss out, Juankada — claim your bonus now!

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"10/31/2025 03:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0shG6U4aHXXHtYeHanx9KuHgwTMFw8bV5CGfiyMjCFz62qPLLXxm9vJrKsdFydoAl,0,0,Photos,,,,,Lifetime,23478,621,294,206,121,736,582,86,68,0.38,41158,6,1,,,
122164066460762707,61572881214141,Juan365,"Juan365 updated his cover photo.",,0,"10/31/2025 01:16",N/A,https://www.facebook.com/photo.php?fbid=122164066460762707&set=a.122127416456762707&type=3,0,0,Photos,,,,,Lifetime,213,348,246,60,42,0,,,,0.1,335,4,,,,
122164064276762707,61572881214141,Juan365,"Usapang katatakutan muna, Juankada! May scary story ka ba? Ikwento mo sa baba

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"10/31/2025 01:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0j14ZK8yyjdzfzDWMxdotMXe5HgBfco8hs9sF9dpAJyofsRbPQD9fJPPT5JaUm7AKl,0,0,Photos,,,,,Lifetime,21083,442,267,135,40,645,542,,103,0.39,35274,1,3,,,
122164053188762707,61572881214141,Juan365,"Juan365 added a new photo.",,0,"10/30/2025 23:05",N/A,https://www.facebook.com/photo.php?fbid=122164053188762707&set=a.122094547100762707&type=3,0,0,Photos,,,,,Lifetime,22078,635,449,135,51,690,609,,81,0.48,37478,2,4,,,
122164039976762707,61572881214141,Juan365,"Congratulations sa 10 lucky Juankada! Enjoy your 100 FREE Juan365 Credits!

Follow Juan365 para updated ka sa mga susunod na ganap!

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"10/30/2025 21:30",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid02hNV6LQUzLUkbLcj96nXzAURySBrv5GaDgUEAgLE5qHLygx8qh7iuswYgs41ekmfDl,0,0,Photos,,,,,Lifetime,25737,690,453,163,74,1245,1012,,233,0.44,45836,9,5,,,
122164010648762707,61572881214141,Juan365,"Juankada, 8 Fridays na lang at Pasko na, pero di mo na kailangang maghintay, may maagang surpresa si Juan!

How To Join:
1️⃣ Like & Follow @juan365cares 
2️⃣ Share this post on your timeline
( https://www.facebook.com/share/v/17ZsjoYAEL/ )
3️⃣ Mention Juan365 as your caption and don’t forget to use #Juan365 #AllInJuanSaSaya #NanayRosa
4️⃣ Comment your Juan365 User ID below at i-attach ang screenshot bilang proof na nagawa mo ang steps (Like + Follow + Share)

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"10/30/2025 17:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid03HPES4bzhwKE2nE8GnabbTPL3iAo3ZmrDrEEcvi9juLvG4vbVAxuvPMgCztTyTZwl,0,0,Photos,,,,,Lifetime,20980,1001,454,427,120,1239,1049,32,158,0.32,36301,5,2,,,
122163953930762707,61572881214141,Juan365,"Na-ghost ka na ba??  Don’t worry, si Juan hindi ka iiwan! 👻

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"10/30/2025 07:01",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid02Y6dE2GQx7Wbc9gH4qXFiHXGkEoYnXa1dFuKmyyhfubQwsotDtur1YqhJEVJU9e6Wl,0,0,Photos,,,,,Lifetime,12648,349,238,81,30,253,207,,46,0.19,21130,,3,,,
122163950366762707,61572881214141,Juan365,"Congratulations sa mga nanalo sa Surpresa ni Juan! 🎉🧡

Masaya kami na nag-enjoy kayo, dahil deserve niyo ‘yan, Juankada! 🙌

Pero teka… hanggang dito lang ba talaga ‘to? 👀

See you this November, maybe? 🎁

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #SurpresaniJuan",,0,"10/30/2025 06:46",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0j4ZGzrmsHKKzPhv9rrMfF5DXkemrGRGxy6jhGyx3SHy96nUKVTez2B8egDErEEYGl,0,0,Photos,,,,,Lifetime,38203,991,652,239,100,6731,3081,2,3648,0.15,75357,5,2,,,
122163933974762707,61572881214141,Juan365,"Tutok na Juankada! Baka ikaw na ang mapili!🥳",,0,"10/30/2025 05:06",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0FzLKbfZBLsDCLeYBMc4128JfcfW1U82QYAEsfp5cj8VDvSeeoxWPPtBVkiqzDPiMl,0,0,Text,,,,,Lifetime,7023,227,168,37,22,510,510,,,0,0,,,,,
122163921590762707,61572881214141,Juan365,"Juan365 updated his status.",,0,"10/30/2025 03:24",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0YbEqnb44nAMe144TyHe5pC8QmPTLpBL7CRTDHdnJmPbmcCfKVhVcCkUBEZAeRkRJl,0,0,Text,,,,,Lifetime,20828,1020,456,238,326,2673,2673,,,0,0,,2,,,
122163908834762707,61572881214141,Juan365,"Every number counts, every game excites — sa JuanBingo, panalo ang bonding! 🎱✨
Follow JuanBingo  today — let’s shout BINGO together!

https://www.facebook.com/Juan365Bingo

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"10/30/2025 01:01",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid028sjhtmGUXk6XSzwE5VGpk4joG8kxLPLjJL3EVxJxVCUngwxUpcZtXz8Q3nY6km6ql,0,0,Photos,,,,,Lifetime,15466,580,312,211,57,516,434,,82,0.23,25772,3,1,,,
122163853034762707,61572881214141,Juan365,"Trabaho all month, reward today. Deserve mo ‘to, Juankada — enjoy!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"10/29/2025 17:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid02eFXM2atS2V6coPBaxqbbqeSig665vexdNLRsWDGBrvgdNT76Pzni4tcKEcektScMl,0,0,Photos,,,,,Lifetime,32442,1002,492,404,106,1565,1132,140,293,0.54,56257,6,2,,,
122163801890762707,61572881214141,Juan365,"Huwag mong hayaang matapos ang October nang hindi ka pa naka sign-up sa Juan365 — sayang ang bonus, Juankada!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"10/29/2025 07:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid037A8sJi3rRiXBrKec7AHYPyR7rmEgevAissZgnWijsxb52yGiif22rMRobhFY6Ajgl,0,0,Photos,,,,,Lifetime,15237,592,310,190,92,500,361,53,86,0.23,25607,4,1,,,
122163774050762707,61572881214141,Juan365,"Handa na ba kayo, Juankada?! 💥

Ready na ang mga pa-premyo para sa inyo! 🎁

Abangan ang Surpresa ni Juan bukas — LIVE sa Juan365 Livestream!

Kita-kits, Juankada! 👋

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada","Handa na ba kayo, Juankada?! 💥

Ready na ang mga pa-premyo para sa inyo! 🎁

Abangan ang Surpresa ni Juan bukas — LIVE sa Juan365 Livestream!

Kita-kits, Juankada! 👋

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada",24,"10/29/2025 02:46",N/A,https://www.facebook.com/reel/1404627051084961/,0,0,Videos,,,,,Lifetime,120081,2596,1686,616,294,926,925,1,,0.05,129109,,,316462.938,2.642,0
122163767726762707,61572881214141,Juan365,"Ang pinaka-maingay, pinaka-masayang 𝐆𝐑𝐀𝐍𝐃 𝐃𝐑𝐀𝐖 ay mangyayari na bukas sa 𝐉𝐔𝐀𝐍𝟑𝟔𝟓 𝐋𝐈𝐕𝐄𝐒𝐓𝐑𝐄𝐀𝐌! 🎉 
Ready ka na bang manalo ng bonggang papremyo? 💰✨
𝐎𝐜𝐭𝐨𝐛𝐞𝐫 𝟑𝟎, 𝟑:𝟑𝟎 𝐏𝐌 — don’t miss it!
#juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya #JuanKada #SurpresaniJuan",,0,"10/29/2025 02:08",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid02K7Bg44VoHzRmw6oy78FB2uZhaqinA5KmZtEEraWnLH815BrnthBjhLdqNZwMt7til,0,1,Videos,,,,,Lifetime,8192,474,319,155,0,328,328,,,0,,,,,,
122163733454762707,61572881214141,Juan365,"LONG WEEKEND ALERT! 🗓️🕯️
#Undas2025: Juankada, ready na ba? 🙌
October 31 (Friday) ay special non-working holiday para makapaghanda at makasama ang pamilya sa paggunita ng All Saints’ Day at All Souls’ Day.

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"10/28/2025 21:30",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid034bwQGvWnUC1emCphWzk5sMqbNdpStCrm8MgF6vzALh9vAcLbAt7Nmysq59z7E1Xtl,0,0,Photos,,,,,Lifetime,14636,577,328,186,63,437,366,,71,0.25,24895,3,2,,,
122163707342762707,61572881214141,Juan365,"Na-spot mo ba, Juankada? Ilan ang nakita mo?

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"10/28/2025 17:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid037uAY8ZR4CsH9VExni2TRkDxY26PpLBsLjuk3exJRfsfeAEPt4KciVbcUAFXC8rKfl,0,0,Photos,,,,,Lifetime,25526,882,378,432,72,1505,1079,96,330,0.38,43673,5,1,,,
122163657458762707,61572881214141,Juan365,"All in one tap, all in Juan sa saya! 
Download the Juan365 App — PAGCOR licensed, safe, and always on the go! 
Turn on push notifications para una ka sa lahat ng promos at rewards!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada","All in one tap, all in Juan sa saya! 
Download the Juan365 App — PAGCOR licensed, safe, and always on the go! 
Turn on push notifications para una ka sa lahat ng promos at rewards!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",44,"10/28/2025 07:00",uploaded,https://www.facebook.com/reel/1611738766472627/,1,0,Videos,,,,,Lifetime,21511,572,370,115,87,167,167,,,0.02,24749,,,80256.89,3.471,0
122163620546762707,61572881214141,Juan365,"Play Sabor Mexicano—feel the fiesta vibes habang umaapaw ang saya!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #GforEveryJuan","Play Sabor Mexicano—feel the fiesta vibes habang umaapaw ang saya!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #GforEveryJuan",12,"10/28/2025 01:00",mixed,https://www.facebook.com/reel/797855236553915/,1,0,Videos,,,,,Lifetime,32486,734,434,190,110,286,285,1,,0.02,36366,,,91197.433,2.828,0
122163586364762707,61572881214141,Juan365,"JUANKADA, hindi pa tapos ang paandar ni Juan! 💥

May chance ka pa manalo ng bonggang premyo — phone, watch, earphones, o credits!

Kaya tara na, sumali na at baka ikaw ang susunod masurpresa! 🎁

🔗 For full details and updates:

👉 Visit: Juan365 Official Facebook Page https://www.facebook.com/share/1Bch1PXSNP/?mibextid=wwXIfr

👉 Watch here: Juan365 Live Streaming Page
https://www.facebook.com/juan365livestream

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #SurpresaNiJuan","JUANKADA, hindi pa tapos ang paandar ni Juan! 💥

May chance ka pa manalo ng bonggang premyo — phone, watch, earphones, o credits!

Kaya tara na, sumali na at baka ikaw ang susunod masurpresa! 🎁

🔗 For full details and updates:

👉 Visit: Juan365 Official Facebook Page https://www.facebook.com/share/1Bch1PXSNP/?mibextid=wwXIfr

👉 Watch here: Juan365 Live Streaming Page
https://www.facebook.com/juan365livestream

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #SurpresaNiJuan",8,"10/27/2025 20:30",N/A,https://www.facebook.com/reel/3056629777841784/,1,0,Videos,,,,,Lifetime,28623,836,502,177,157,387,288,99,,0,33999,,,67594.982,2.307,0
122163565082762707,61572881214141,Juan365,"Alam mo ba kung anong bonus ang unang regalo ni Juan sa mga first-time players?
Comment mo na sagot mo, Juankada!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"10/27/2025 17:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0ptZZLt3EkHuLvhynyFtWNYLGGnXEBoBr4pqWXcPau99u6xeJkiYfMcPDAwN1b57Jl,0,0,Photos,,,,,Lifetime,12026,585,314,195,76,369,306,,63,0.18,20486,2,,,,
122163509684762707,61572881214141,Juan365,"Huwag mahiyang sumagot — comment below, Juankada!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"10/27/2025 07:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid024FJGxc8Sbo7YgsTVL9N7xyFcURwgDSViAnugiYgnkwMSG6v3zbDa6hnGfGE1nAndl,0,0,Photos,,,,,Lifetime,17572,762,354,323,85,889,792,,97,0.27,30647,2,3,,,
122163486236762707,61572881214141,Juan365,"Download the app and get up to 500 BONUS!
Sino gusto ng libre?

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"10/27/2025 03:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid02BWJZftddTyxriQcmxq4Ua83kjpukp5HwzXfRHhfXo83bu3Wkz51d5e6Mb8u7i1zBl,0,0,Photos,,,,,Lifetime,24533,678,350,232,96,871,687,21,163,0.54,41779,3,6,,,
122163467150762707,61572881214141,Juan365,"Treats, not tricks, para sa mga creative na Juankada!
Ipakita ang fang-tastic Halloween look mo at manalo ng special rewards from Juan365! 🧡

How To Join:
1️⃣ Like & Follow Juan365 
2️⃣ Comment your best Halloween costume photo + your User ID
and use the hashtag #SpookyJuan #Juan365 #AllInJuanSaSaya 
3️⃣ The most creative, funny, or scary costumes win!

Announcement of winners: November 8, 2025

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #GforEveryJuan",,0,"10/27/2025 00:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0GSYYuYLBzSvKU67EoKUSL2nPxQgp7vTAXkRFE5Gvc4UqArf2Ddf8Jp4Hb8BgKJR6l,0,0,Photos,,,,,Lifetime,13336,631,336,205,90,633,552,,81,0.22,24102,2,1,,,
122163451970762707,61572881214141,Juan365,"Monday motivation? Easy. Cashback from Juan365  Let’s go, Juankada!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"10/26/2025 21:30",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0g8JFmfW87ck7oEALH23mjdFSov2bkcbXa7kF9hBWtxLHzcHCPoerfir8Qr1D7TTGl,0,0,Photos,,,,,Lifetime,25544,731,331,354,46,930,766,2,162,0.37,43641,3,,,,
122163443504762707,61572881214141,Juan365,"JUAN365 CARES | KwentuJuan Tayo | TAHANAN Full Episode

Iba't ibang mga bahay ang makikita natin sa Pilipinas,  pero hindi lahat ng ito ay matatawag mong tahanan. Paano kung ang tahanan ng isang tao ay hindi isang lugar kundi, isang pakiramdam?

Kilalanin natin si Nanay Rosa, ang isa nating beneficiary ng Juan365 Cares na nakipag-KwentuJuan sa atin. 🙏

Tunghayan natin ang kwentong-laban niya at sama-sama nating subaybayan ang kanyang istorya. ❤️‍🩹

#Juan365 #AllInJuanSaSaya #JuanKada #NanayRosa",,0,"10/26/2025 19:51",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid02mfGNN5mbAEoQcNdRJoMPDjuV6Je34ApBkuKSakfvAvzroKMEdZTAHqDG9QJCY89ul,0,1,Videos,,,,,Lifetime,4674,171,141,30,0,31,31,,,0,,,,,,
122163421022762707,61572881214141,Juan365,"Halloween’s coming closer! 👻
Pero tandaan, hindi dapat nakakatakot ang gaming mo—play safe, play smart, Juankada!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada","Halloween’s coming closer! 👻
Pero tandaan, hindi dapat nakakatakot ang gaming mo—play safe, play smart, Juankada!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",12,"10/26/2025 17:00",N/A,https://www.facebook.com/reel/1585332225970508/,1,0,Videos,,,,,Lifetime,34618,542,380,111,51,214,211,3,,0.01,35982,,,75860.078,2.334,0
122163369872762707,61572881214141,Juan365,"Kung binabasa mo ‘to, ikaw ang next na magiging maswerte!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada","Kung binabasa mo ‘to, ikaw ang next na magiging maswerte!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",17,"10/26/2025 07:01",N/A,https://www.facebook.com/reel/1020847593501354/,1,0,Videos,,,,,Lifetime,28477,648,423,157,68,213,206,7,,0.01,31016,,,66316.325,2.349,0
122163351608762707,61572881214141,Juan365,"Congratulations sa 10 lucky Juankada! Enjoy your 100 FREE Juan365 Credits!

Follow Juan365 para updated ka sa mga susunod na ganap!

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada","Congratulations sa 10 lucky Juankada! Enjoy your 100 FREE Juan365 Credits!

Follow Juan365 para updated ka sa mga susunod na ganap!

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",11,"10/26/2025 04:01",N/A,https://www.facebook.com/reel/1820100058605488/,1,0,Videos,,,,,Lifetime,31930,877,566,211,100,736,732,4,,0.02,33347,,,90328.761,3.176,0
122163344822762707,61572881214141,Juan365,"2M FOLLOWERS, 2M THANK YOUS!
Mula umpisa hanggang ngayon, ramdam namin ang support n’yo, Juankada! Salamat sa walang sawang supporta — kayo ang tunay na bida sa #AllInJuanSaSaya! Let’s keep growing and keep the fun rolling!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

Click this link para sa pasasalamat at Surpresa ni Juan365:

https://www.facebook.com/share/r/1EsAbFrAsh/

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada","2M FOLLOWERS, 2M THANK YOUS!
Mula umpisa hanggang ngayon, ramdam namin ang support n’yo, Juankada! Salamat sa walang sawang supporta — kayo ang tunay na bida sa #AllInJuanSaSaya! Let’s keep growing and keep the fun rolling!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

Click this link para sa pasasalamat at Surpresa ni Juan365:

https://www.facebook.com/share/r/1EsAbFrAsh/

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",11,"10/26/2025 02:49",N/A,https://www.facebook.com/reel/800015246172926/,0,0,Videos,,,,,Lifetime,37077,1316,813,355,148,934,760,174,,0.02,42819,,,109423.91,2.939,0
122163335786762707,61572881214141,Juan365,"Juan365 updated his status.",,0,"10/26/2025 00:51",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid02ffRz8awQJZKQRScgD5HLpWwpyH15tKBp3s9u4Xu36dyd7yTaH2UgqTt9Udc2phRCl,0,0,Text,,,,,Lifetime,9705,273,222,51,0,788,788,,,0,,,,,,
122163332354762707,61572881214141,Juan365,"Juankada! You can now deposit safely and instantly using GrabPay — para mas mabilis ang laro, mas smooth ang experience!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"10/26/2025 00:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid02FwVaBB2smuz9CiiGs9wJACfnKAqfwrCFs9iKeYWq9w22nkcsQJzRoCBNnvXSgWNvl,0,0,Photos,,,,,Lifetime,12236,279,174,60,45,230,173,,57,0.18,20794,4,1,,,
122163315356762707,61572881214141,Juan365,"JUANKADA, tuloy pa rin ang Supresa! 😍

Mas madali, mas exciting, at mas bongga ang papremyo!
📱⌚🎧💸 — baka isa d’yan mapunta sa’yo!

Sali na bago mahuli! 🎊

🔗 For full details and updates:
👉 Visit: Juan365 Official Facebook Page https://www.facebook.com/share/1Bch1PXSNP/?mibextid=wwXIfr
👉 Watch here: Juan365 Live Streaming Page
https://www.facebook.com/juan365livestream

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #SurpresaNiJuan","JUANKADA, tuloy pa rin ang Supresa! 😍

Mas madali, mas exciting, at mas bongga ang papremyo!
📱⌚🎧💸 — baka isa d’yan mapunta sa’yo!

Sali na bago mahuli! 🎊

🔗 For full details and updates:
👉 Visit: Juan365 Official Facebook Page https://www.facebook.com/share/1Bch1PXSNP/?mibextid=wwXIfr
👉 Watch here: Juan365 Live Streaming Page
https://www.facebook.com/juan365livestream

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #SurpresaNiJuan",26,"10/25/2025 20:30",uploaded,https://www.facebook.com/reel/9568470113277558/,1,0,Videos,,,,,Lifetime,6565,541,338,103,100,147,146,1,,0.01,7012,,,33262.961,5.54,0
122163295718762707,61572881214141,Juan365,"Slow down, Juankada. 🍵
Recharge and enjoy light, smart play before the new week begins.

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"10/25/2025 17:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid02kX5rPGQAZyZqah5BemfeFrFxwmA57WWdGMts6AFpEPdfLMCKq9HB738XHr2b1Rbpl,0,0,Photos,,,,,Lifetime,15822,483,249,177,57,522,422,,100,0.25,27989,5,3,,,
122163247280762707,61572881214141,Juan365,"Responsableng gamer? Ikaw ‘yan, Juankada!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"10/25/2025 07:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid02Vxzvgr45CdHXUR7RJipZU1C7g6HNzLtiVVBydX7rgRMEJsYEEGbjjkjorQj2Zuxql,0,0,Photos,,,,,Lifetime,17068,412,262,108,42,996,478,360,158,0.26,29212,2,3,,,
122163223724762707,61572881214141,Juan365,"Yung tipong automatic mong nasasabi pag biglang may malaking swerte!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"10/25/2025 03:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0g3btJx3pCLRADefa4Es1dDLLAYt9F9xydAAJ1RRpKjdegUEnimBpbS6v5hbom5Fil,0,0,Photos,,,,,Lifetime,22849,694,350,293,51,963,792,39,132,0.36,38068,4,2,,,
122163212330762707,61572881214141,Juan365,"JUANKADA, andito pa rin ang chance mo! 💥

May pagkakataon ka pang manalo ng 📱 phone, ⌚ watch, 🎧 earphones, at 💸 credits!

’Wag nang hintayin bukas — baka ikaw na ang susunod na masurpresa ni Juan! 😉

🔗 For full details and updates:
👉 Visit: Juan365 Official Facebook Page https://www.facebook.com/share/1Bch1PXSNP/?mibextid=wwXIfr
👉 Watch here: Juan365 Live Streaming Page
https://www.facebook.com/juan365livestream

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #SurpresaNiJuan","JUANKADA, andito pa rin ang chance mo! 💥

May pagkakataon ka pang manalo ng 📱 phone, ⌚ watch, 🎧 earphones, at 💸 credits!

’Wag nang hintayin bukas — baka ikaw na ang susunod na masurpresa ni Juan! 😉

🔗 For full details and updates:
👉 Visit: Juan365 Official Facebook Page https://www.facebook.com/share/1Bch1PXSNP/?mibextid=wwXIfr
👉 Watch here: Juan365 Live Streaming Page
https://www.facebook.com/juan365livestream

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #SurpresaNiJuan",32,"10/25/2025 01:03",N/A,https://www.facebook.com/reel/807732575552587/,0,0,Videos,,,,,Lifetime,5924,403,261,76,66,73,73,,,0.01,6523,,,26799.812,4.635,0
